size
25
8
10
15
18
10
13
13
30
11
26
49
6
15
26
13
19
13
43
2
23
23
29
8
6
20
4
56
21
13
17
8
3
41
19
3
23
4
17
12
8
41
22
17
16
7
21
9
13
15
53
14
12
7
10
76
15
12
2
2
53
41
21
23
23
43
43
10
14
8
15
13
12
12
14
13
16
12
13
53
9
18
12
10
15
10
13
35
9
11
12
17
7
13
21
16
18
9
20
22
22
12
16
9
18
10
139
35
14
8
12
11
9
15
8
21
9
20
22
15
10
15
11
13
8
17
8
14
4
6
10
10
10
9
17
21
17
14
18
10
12
9
17
5
8
13
41
27
15
5
12
8
8
9
48
6
76
17
10
13
11
30
8
9
22
14
13
13
11
13
36
15
21
6
8
8
16
15
2
55
18
12
11
22
11
3
12
9
14
7
18
18
18
23
17
23
10
4
13
9
11
10
16
39
17
12
11
15
13
6
6
15
41
6
8
10
13
12
21
6
6
11
13
11
18
12
14
52
25
3
19
16
12
10
8
17
59
8
17
15
49
36
14
49
22
17
6
10
14
11
12
17
13
20
11
18
16
9
13
41
13
36
15
35
5
139
13
13
14
17
53
27
16
12
12
10
12
14
18
9
18
2
6
18
13
12
13
15
15
11
59
17
13
6
9
25
9
16
14
14
49
13
10
12
40
5
52
10
18
15
18
41
14
13
15
8
30
19
10
27
6
16
40
13
10
27
10
4
9
25
9
9
12
12
25
18
13
1
4
53
16
18
41
14
41
19
11
13
16
13
11
29
2
11
12
12
8
11
16
7
14
48
8
17
11
7
16
24
13
23
7
55
38
15
11
13
14
12
12
2
1
16
6
20
5
3
26
9
19
11
23
13
16
14
3
15
13
35
20
9
17
38
23
12
23
26
35
13
6
9
23
22
12
25
21
17
13
19
19
7
16
24
18
12
18
22
10
13
4
5
8
25
4
17
2
23
7
16
17
16
8
17
27
49
20
29
13
11
7
12
24
17
56
14
22
7
26
41
14
10
10
13
6
4
17
1
53
17
26
1
8
22
26
15
15
76
13
17
2
23
38
139
15
59
30
41
25
15
9
20
16
12
49
2
18
8
14
10
16
11
7
6
8
139
10
139
24
1
17
20
11
15
14
10
35
10
8
20
17
20
10
52
14
13
48
16
12
6
12
14
55
13
39
17
16
12
13
9
6
11
14
12
3
10
19
1
1
9
41
13
40
18
4
39
18
56
25
9
11
16
11
13
24
10
9
14
13
9
12
56
7
14
13
13
17
49
6
24
18
10
23
20
17
14
