synergy	colval
3.9994020103	4.0
1.29010975601	1.3
-1.20519913968	-1.2
0.996877300114	1.0
1.9394575122	2.0
2.19534655994	2.2
1.0997314232	1.1
-0.299934355843	-0.3
0.797658715024	0.8
3.16898041751	3.2
-2.20828000465	-2.2
0.993830563325	1.0
3.39058159722	3.5
2.2998351769	2.3
1.39889174443	1.4
1.05003961018	0.8
2.59446593111	2.6
-1.10058716257	-1.1
1.72275089127	5.2
-0.496890024038	-1.0
3.89999870401	3.9
1.4999719835	1.5
0.79940597899	0.8
-1.1906221732	-1.2
3.1000609216	3.2
-0.200551562517	-0.2
1.99739583333	2.3
-0.198829530662	-0.2
2.89974496338	2.9
2.49795043945	2.5
2.19877619474	2.2
-1.98442545629	-2.0
4.475	7.2
3.59781011666	3.6
0.901224703398	0.9
0.6	0.8
3.29999921322	3.3
1.39999470344	1.6
-0.698964561918	-0.7
0.0994883233524	0.1
1.28966972335	1.3
4.15700675432	4.2
3.83325004101	4.0
-1.13543768973	-1.1
1.79994506836	1.8
2.03867531103	2.1
2.09841458025	2.1
-0.299189424418	-0.3
2.28940875415	2.3
0.399531207	0.4
3.58435054074	3.6
3.49881223303	3.5
1.99052877899	2.0
2.35959442738	2.4
2.1956725554	2.2
2.60184004953	2.6
0.0985109114862	0.1
1.26934082031	1.3
1.26666666667	3.7
1.26666666667	3.7
3.58435054074	3.6
3.59781011666	3.6
-0.00107304589066	0.0
3.89999870401	3.9
2.69999935627	2.7
1.72275089127	5.2
1.72275089127	5.2
1.09177226716	1.1
2.39970540678	2.4
3.27395424936	3.3
1.39452246707	1.4
2.09406553866	2.1
1.69830229061	1.7
1.68378897385	1.7
-0.802756042816	-0.8
3.19295858579	3.2
0.492403412378	0.5
-2.05230289459e-05	0.0
-0.299962248434	-0.3
-0.206935765193	-0.2
-0.0006516065353	0.0
2.6835673457	2.7
-0.400113234747	-0.4
1.24313579267	1.3
-0.299388195935	-0.3
-0.000799042334365	0.0
2.79721527324	2.8
2.09601345475	2.1
0.397017007555	0.4
-0.00249694652314	0.0
-0.502465736617	-0.5
0.596710217164	0.6
0.590624491374	0.6
1.4972514734	1.5
2.89974496338	2.9
1.80028688076	1.8
1.5105495817	1.5
-0.698676621085	-0.7
0.497072732074	0.5
1.38924661426	2.0
1.89899290082	1.9
2.19808092299	2.2
2.59735295048	2.6
0.296882058654	0.3
1.1975345015	1.2
2.19544128935	2.2
-0.00187864230829	0.0
-0.00254749588711	0.0
0.494688246505	0.5
-1.58661571586	-1.6
0.240440012643	0.3
-0.00741144804288	0.0
0.0786360483321	0.1
1.30001231205	1.3
2.77464507132	2.8
-0.00107304589066	0.0
2.98595754989	3.0
1.79621052677	1.8
2.39910496103	2.4
1.8172255519	2.3
-2.6931929513	-2.7
0.342874431028	0.4
0.296327307513	0.3
0.399336773175	0.4
0.59414101199	0.6
1.09342353209	1.1
0.094194591304	0.1
2.19622312333	2.2
0.262386809455	0.3
1.35611879291	1.4
2.39095137697	2.4
0.587885590891	1.2
0.296518241666	0.3
1.68962491691	1.7
0.694526830803	0.7
2.89974496338	2.9
0.28835185687	0.3
-0.299937301129	-0.3
0.796250065911	0.8
2.09249103583	2.1
-0.101748664261	-0.1
1.19331107325	1.2
2.87776846851	2.9
1.12489420573	1.2
1.98306029141	2.0
3.19295858579	3.2
3.24994171234	3.3
1.09913320989	1.1
2.2998351769	2.3
3.37236328125	3.6
1.8929584392	1.9
1.97524386954	2.0
1.58584750702	1.6
1.19331107325	1.2
1.59981357112	1.6
-0.3295885956	-0.6
2.60184004953	2.6
0.479733293917	0.5
2.19454227997	2.2
1.29808107649	1.3
-0.806356938971	-0.8
0.797658715024	0.8
1.28888029937	1.3
0.796578726968	0.8
1.39221242246	1.4
-0.299937301129	-0.3
2.6942961326	2.7
2.6942961326	2.7
-0.217126938174	-0.2
3.09280202895	3.1
1.89990234369	1.9
1.19596131173	1.2
3.89999628067	3.9
0.574802040687	0.6
0.860911263921	0.9
0.198701036893	0.2
-0.50197541203	-0.5
-0.131954930928	-0.1
0.949990641276	1.9
-0.0061294817457	0.0
2.39991778864	2.4
0.299899598854	0.3
-1.29597784608	-1.3
1.29319480971	4.1
-0.30155841484	-0.3
0.6	0.8
0.596233332325	0.6
1.68977948972	1.7
1.69922332511	1.7
0.198198430228	0.2
0.69326344352	0.7
0.69326344352	0.7
0.69326344352	0.7
2.69999935627	2.7
1.99917273216	2.0
3.89999870401	3.9
2.59370059532	2.6
1.8375	2.1
0.699756746732	0.7
1.09556117627	1.1
-1.29597784608	-1.3
0.695044491258	0.7
0.299074460323	0.3
2.09245606908	2.1
1.29862957521	1.3
2.39812402466	2.4
-1.39852216586	-1.4
0.398895277899	0.4
3.19295858579	3.2
0.0964395421998	0.1
-1.16246871948	-1.2
2.79894022058	2.8
4.15700675432	4.2
3.39058159722	3.5
1.27292858939	1.9
2.28763184759	2.3
-0.307475322632	-0.3
2.27258057251	2.3
3.89999628067	3.9
2.32493082682	2.4
2.32493082682	2.4
1.39083896784	1.4
-0.556753978051	-0.5
1.48859141316	1.5
2.39991778864	2.4
0.0994883233524	0.1
2.29970707912	2.3
1.69502209556	1.7
3.9994020103	4.0
1.34516737093	1.8
1.8017202601	1.8
1.58781084721	1.6
-0.991457347935	-1.0
-0.802070673892	-0.8
2.63348759841	2.7
2.19877619474	2.2
2.50542682174	2.5
-1.78610066661	-1.8
3.20311645508	3.2
2.89460083683	2.9
-0.60010264921	-0.6
1.89990234369	1.9
-0.0560056783375	0.0
-0.60010264921	-0.6
2.39910496103	2.4
0.694526830803	0.7
0.871661285613	0.9
-1.89630739303	-1.9
-0.610958118085	0.0
1.79823946953	1.8
1.19458552009	1.2
1.99725124903	2.0
3.19295858579	3.2
0.893750495347	0.9
1.79823946953	1.8
-0.605774388753	-0.6
0.584107202858	0.6
-0.803733172923	-0.8
3.19295858579	3.2
-0.800220936228	-0.8
0.695816346282	0.7
1.89990234369	1.9
-2.29972941081	-2.3
-0.00254749588711	0.0
1.78127144535	1.9
-0.00187864230829	0.0
-1.41223575525	-1.4
-1.41223575525	-1.4
0.104178438695	0.7
-1.79864482887	-1.8
-0.206935765193	-0.2
-1.59994006264	-1.6
0.400162484529	0.4
-0.0111450613186	0.0
0.599846013266	0.6
1.59141020703	1.6
1.19549379068	1.2
0.898575379038	0.9
2.09494395614	2.1
0.792938699745	0.8
1.69795108443	1.7
0.698828125	1.4
0.968242374856	1.0
-0.805569795258	-0.8
-1.10183594415	-1.1
-1.1171873857	-1.1
0.0970909142503	0.1
0.0985109114862	0.1
2.89460083683	2.9
1.599264489	1.6
2.50542682174	2.5
0.596710217164	0.6
2.49795043945	2.5
0.193828411415	0.2
2.33943256061	2.7
-0.700484441262	-0.7
-0.302566671688	-0.3
-1.52802070924	-1.5
0.788809831558	0.8
0.40074735886	0.4
-0.60010264921	-0.6
-0.499873161316	-0.5
3.1870491207	3.3
-2.59881593457	-2.6
1.00039377334	1.0
1.96875	2.1
1.69502209556	1.7
-0.802070673892	-0.8
2.09494395614	2.1
2.79948069348	2.8
2.39991778864	2.4
3.59781011666	3.6
0.399419131426	0.4
0.699756746732	0.7
-1.3999167205	-1.4
1.18532172884	1.2
0.797658715024	0.8
0.39826480639	0.4
0.489250032282	0.5
-1.59994006264	-1.6
1.21661732992	1.6
2.22492675781	2.4
1.00039377334	1.0
-0.499873161316	-0.5
0.593625600658	0.6
-1.59994006264	-1.6
-0.703201370026	-0.7
1.48595455594	1.7
1.19260554048	1.2
3.9994020103	4.0
1.88920735302	1.9
1.88920735302	1.9
0.193407719128	0.2
-0.399811765928	-0.4
2.89999982238	2.9
-0.605774388753	-0.6
1.59470837191	1.6
0.0	2.5
0.0828374337742	0.1
-0.206935765193	-0.2
-0.50197541203	-0.5
0.801012346853	0.8
4.15700675432	4.2
3.44937048825	4.1
3.24994171234	3.3
0.394761809976	1.0
1.54857533403	1.6
-1.10058716257	-1.1
1.99770354439	2.0
-1.10058716257	-1.1
2.29127775677	2.3
0.79940597899	0.8
-1.20798746745e-06	0.0
-2.02212963535	-2.0
-1.80023786235	-1.8
1.09942883906	1.1
0.29691218672	0.3
0.396525470739	0.4
1.39196089021	1.4
2.35959442738	2.4
-0.701506950146	-0.7
1.59981357112	1.6
1.97524386954	2.0
3.20311645508	3.2
3.03125	3.2
3.0515625	3.1
1.80028688076	1.8
-3.30022664277	-3.3
1.4972514734	1.5
1.77455578789	1.8
3.0515625	3.1
-0.0061294817457	0.0
