size
8
17
20
41
15
10
13
11
13
18
22
15
12
2
16
10
22
19
6
12
11
19
22
13
10
10
10
6
24
11
39
17
19
5
13
10
6
12
16
8
13
9
19
13
13
17
15
14
14
8
18
25
14
9
14
12
4
9
1
10
13
10
41
12
24
2
41
18
48
9
11
8
9
16
8
13
4
9
12
16
18
9
4
11
12
14
13
12
18
14
14
1
21
11
8
4
8
10
9
9
3
14
8
2
35
16
12
22
15
7
9
10
13
15
12
8
16
6
11
20
15
12
12
11
27
14
10
8
13
13
4
6
31
56
38
13
13
12
18
10
11
2
18
35
15
14
17
8
14
12
10
6
20
14
7
9
17
15
10
11
6
8
9
12
8
4
9
13
2
4
20
19
8
10
17
15
16
13
43
59
53
15
12
6
12
15
14
9
15
18
11
9
1
15
2
13
13
17
12
40
18
10
8
14
8
5
20
10
12
16
11
2
21
11
19
18
15
25
13
11
16
35
14
18
13
8
30
13
13
14
20
13
13
3
11
26
12
4
29
12
14
76
12
14
12
17
10
7
36
10
26
55
2
9
12
10
1
7
6
4
7
12
15
16
17
12
14
10
9
25
52
17
8
9
23
12
18
13
16
8
13
8
18
17
14
9
9
10
8
11
10
8
9
15
139
49
10
49
16
2
16
9
15
15
4
14
8
22
12
3
17
22
10
41
21
11
9
24
14
7
6
5
