ingredients,rating
"ice-cubes,absolut-citron,absolut-kurant,apple-juice-fresh-pressed,lime-juice,simple-syrup,bitters",30
"ice-cubes,gin,sake",47
"ice-cubes,irish-whiskey,vermouth-sweet,bitters",22
"ice-cubes,dark-rum-of-jamaican-type,boiling-water,simple-syrup,bitters,lime",44
"ice-cubes,gin,sake",50
"ice-cubes,absolut-orient-apple,tonic-water,lemon-juice,lemon",50
"ice-cubes,gin,apricot-brandy,dry-vermouth,campari",20
"ice-cubes,gin,scotch-whisky,grenadine,bitters,maraschino-berry",20
"ice-cubes,scotch-whisky,orange-juice,whisky-honey-liqueur-drambuie,maraschino-berry",40
"ice-cubes,gin,lemon-juice,fernet-branca,soda-water",14
"ice-cubes,dry-vermouth,pineapple-juice,creme-de-menthe-white,maraschino-berry,pineapple",10
"ice-cubes,absolut-vodka,sake,cucumber",51
"ice-cubes,dry-vermouth,gin,dubonnet",13
"ice-cubes,absolut-vodka,dry-vermouth,orange-curacao",35
"ice-cubes,gin,green-chartreuse,egg-white,maraschino-liqueur",30
"ice-cubes,dark-rum-of-jamaican-type,vermouth-sweet,orange-bitters,lemon",10
"ice-cubes,crushed-ice,absolut-citron,lime,sugar-superfine",65
"crushed-ice,absolut-100,pineapple-juice,strawberry-syrup,triple-sec",45
"ice-cubes,aquavit,pear-puree,williams-pear-liqueur,champagne",50
"ice-cubes,dark-rum-aged,cream,white-cacao-liqueur",51
"ice-cubes,gin,campari,orange-juice,black-currant-liqueur",40
"ice-cubes,absolut-peppar,whisky-honey-liqueur-drambuie,hot-sauce",20
"ice-cubes,cognac,cherry-liqueur,whisky-honey-liqueur-drambuie,anisette,lemon-juice,orange-juice",35
"crushed-ice,absolut-citron,lemon-juice,passionfruit,brown-sugar",65
"ice-cubes,gin,dry-vermouth,light-rum,orange-flavored-brandy,green-olive,maraschino-berry",13
"ice-cubes,dark-rum-of-jamaican-type,lime-juice,bitters",20
"ice-cubes,absolut-orient-apple,cranberry-juice,pink-grapefruit-juice,grapefruit",83
"ice-cubes,cognac,orange-curacao,absinthe",10
"ice-cubes,absolut-orient-apple,maple-syrup,bitters",81
"cognac,swedish-punsch",50
"ice-cubes,gin,vermouth-sweet,bitters",11
"crushed-ice,absolut-citron,pineapple,sugar-superfine",50
"ice-cubes,canadian-whisky,fernet-branca,simple-syrup,bitters,orange",20
"ice-cubes,absolut-vodka,black-currant-liqueur,lime-juice,maraschino-berry",42
"ice-cubes,gin,benedictine-dom,cherry-brandy,maraschino-berry",17
"ice-cubes,spiced-rum,apple-juice,amaretto,blue-curacao,lime-juice",22
"ice-cubes,gin,lemon-juice,swedish-punsch,orange-juice,lemon",12
"ice-cubes,dubonnet,grapefruit-juice,triple-sec,champagne",40
"ice-cubes,scotch-whisky,bitters,simple-syrup",47
"ice-cubes,gin,dry-vermouth,pastis",20
"ice-cubes,aged-rum-of-cuban-type,mandarines-liqueur,orange-juice,white-cacao-liqueur,cream",40
"ice-cubes,crushed-ice,absolut-mandrin,peach-puree,lime-juice,orange,peach",60
"ice-cubes,absolut-vodka,grapefruit-juice,campari",40
"ice-cubes,absolut-vodka,pineapple-juice,bourbon-peach-flavored,lime-cordial,amaretto,orange-juice,grenadine",22
"ice-cubes,cognac,gin,applejack",17
"ice-cubes,dry-vermouth,gin,campari,orange",34
"ice-cubes,gin,benedictine-dom,bitters",30
"crushed-ice,ice-cubes,absolut-vodka,passionfruit,sugar-superfine",50
"ice-cubes,cranberry-juice,ginger-ale,orange-juice,lemon-juice,lemon,orange",50
"ice-cubes,dry-vermouth,vermouth-sweet,bitters,orange-bitters",16
"ice-cubes,gin,dry-vermouth,campari,green-olive",22
"ice-cubes,orange-juice,bourbon-peach-flavored,lemon-juice,simple-syrup,bitters,maraschino-berry",30
"ice-cubes,gin,dry-vermouth,peach-liqueur,orange-curacao",20
"ice-cubes,gin,spiced-rum,orange-bitters,pastis",20
"ice-cubes,absolut-mandrin,banana-liqueur,peach-iced-tea",40
"cognac,cordial-medoc,triple-sec,champagne",40
"light-rum,orange-curacao,orange-bitters,champagne,banana",30
"ice-cubes,dry-vermouth,gin,cherry-brandy,maraschino-berry",16
"ice-cubes,absolut-vodka,benedictine-dom,orange-bitters",43
"ice-cubes,dry-vermouth,gin,black-currant-liqueur",14
"ice-cubes,milk,pastis",13
"ice-cubes,gin,vermouth-sweet,green-chartreuse",14
"crushed-ice,absolut-vodka,lemon,sugar-superfine",50
"ice-cubes,canadian-whisky,lemon-juice,maple-syrup,maraschino-berry,orange",40
"ice-cubes,absolut-vodka,lime-juice,kummel",14
"ice-cubes,absolut-citron,limoncello,pear-juice",40
"ice-cubes,dark-rum-aged,cream,orange-curacao",22
"ice-cubes,scotch-whisky,dry-vermouth,orange-juice",30
"ice-cubes,dark-rum-aged,orange-juice,lime-juice,orange-curacao",34
"ice-cubes,gin,pastis,grenadine",22
"aged-rum-of-cuban-type,cream,butter,coffee,orange",50
"ice-cubes,gin,dry-vermouth,pastis,lemon",30
"ice-cubes,aged-rum-of-haitian-type,lime-juice,simple-syrup",20
"ice-cubes,light-rum,milk,banana",49
"light-rum,banana-liqueur,champagne",10
"ice-cubes,scotch-whisky,orange-juice,cherry-brandy,vermouth-sweet,maraschino-berry,orange",25
"ice-cubes,gin,calvados,vermouth-sweet,lemon-juice,pastis",22
"ice-cubes,aged-rum-of-haitian-type,simple-syrup,benedictine-dom,lime",30
"ice-cubes,gin-old-tom,lime-juice,bitters,lemon,maraschino-berry",43
"ice-cubes,light-rum,apricot-brandy,pineapple-juice,galliano,lemon-juice,orange",22
"ice-cubes,dark-rum-of-jamaican-type,light-rum,cream-of-coconut,pineapple-juice,blue-curacao,grapefruit",30
"ice-cubes,light-rum,gin,triple-sec,bitters",12
"ice-cubes,light-rum,almond-liqueur,lime-juice",20
"ice-cubes,aged-rum-of-cuban-type,apple-juice,black-raspberry-liqueur,lemon",53
"ice-cubes,gin,benedictine-dom,orange-curacao",22
"crushed-ice,ice-cubes,absolut-vanilia,pineapple,sugar-superfine,cinnamon",50
"ice-cubes,gin,pineapple-juice,vermouth-sweet,orange-curacao",19
"ice-cubes,crushed-ice,scotch-whisky,lemon",21
"ice-cubes,gin,benedictine-dom,cherry-liqueur,lemon-juice",30
"orange-juice,lemon-juice,mango,banana",50
"ice-cubes,rye-whiskey,dubonnet,vermouth-sweet,violet-liqueur,lemon,maraschino-berry",20
"beer,champagne",3
"ice-cubes,cognac,benedictine-dom,orange-curacao,orange",37
"ice-cubes,gin-old-tom,pineapple-juice,vermouth-sweet,orange-curacao",50
"ice-cubes,gin,dubonnet,pastis,bitters,orange",20
"ice-cubes,gin-old-tom,soda-water,lemon",29
"crushed-ice,absolut-vodka,lemon,ginger-grated,sugar-superfine",50
"ice-cubes,dark-rum-of-jamaican-type,simple-syrup,apple-juice,bitters,lemon",33
"ice-cubes,dry-vermouth,scotch-whisky,triple-sec",14
"ice-cubes,scotch-whisky,cognac,dry-vermouth,lemon,maraschino-berry",16
"ice-cubes,gin,dry-vermouth,grenadine",12
"ice-cubes,gin,grapefruit-juice,simple-syrup,campari,vermouth-sweet,orange",50
"ice-cubes,brandy,grapefruit-juice,runny-honey",40
"ice-cubes,dry-vermouth,gin,vermouth-sweet,maraschino-berry",20
"ice-cubes,gin,dry-vermouth,whisky-honey-liqueur-drambuie,pineapple",20
"ice-cubes,light-rum,spiced-rum,lime-juice,orange-juice,bitters,lemon-lime-soda",34
"ice-cubes,gin,cognac,vermouth-sweet,orange",22
"ice-cubes,gin,triple-sec,cherry-brandy,lemon-juice,maraschino-berry",20
"ice-cubes,gin,dubonnet,mandarines-liqueur,lemon",30
"ice-cubes,scotch-whisky,dry-vermouth,triple-sec",15
"orange-juice,cherry-brandy,champagne,maraschino-berry",30
"ice-cubes,scotch-whisky,vermouth-sweet,violet-liqueur,orange-bitters,pastis",25
"ice-cubes,light-rum,grenadine,lemon-juice",30
"ice-cubes,lime-juice,sherry,vermouth-sweet,raspberry-puree,orange-bitters",30
"champagne,maracuya-juice",50
"ice-cubes,cognac,vermouth-sweet",20
"ice-cubes,scotch-whisky,campari,fernet-branca",11
"ice-cubes,gin,maraschino-liqueur,pineapple",30
"ice-cubes,scotch-whisky,dry-vermouth,apricot-brandy,creme-de-menthe-white,orange-bitters",25
"ice-cubes,gin,dry-vermouth,green-mint-liqueur",10
"ice-cubes,dry-vermouth,gin,benedictine-dom",15
"cognac,benedictine-dom,dark-cacao-liqueur",33
"ice-cubes,rye-whiskey,bitters,pastis,lemon",30
"crushed-ice,ice-cubes,absolut-vodka,mint-leaf,sugar-superfine,lemon",50
"champagne,red-wine,simple-syrup,pear",10
"crushed-ice,canadian-whisky,vermouth-sweet,orange-bitters,grape",44
"ice-cubes,gin,dry-vermouth,cherry-brandy,violet-liqueur,maraschino-berry",16
"ice-cubes,absolut-vodka,lemon-juice,banana-liqueur,triple-sec",23
"ice-cubes,light-rum,lime-juice,triple-sec,cherry-liqueur",10
"ice-cubes,cognac,lemon-juice,maraschino-liqueur,grenadine",40
"ice-cubes,cognac,gin,violet-liqueur",15
"ice-cubes,gin,calvados,grenadine,lemon",13
"ice-cubes,gin,dry-vermouth,orange-curacao,pastis,green-olive",10
"ice-cubes,absolut-peppar,raspberry-liqueur,cranberry-juice,raspberry",49
"ice-cubes,canadian-whisky,dubonnet,triple-sec,orange",22
"crushed-ice,ice-cubes,absolut-vodka,strawberry,grape,basil,sugar-superfine",50
"ice-cubes,absolut-vodka,orange-juice,orange-curacao,orange",24
"ice-cubes,canadian-whisky,gin,bitters",10
"ice-cubes,light-rum,sherry,bitters",10
"ice-cubes,pineapple-juice,coconut-cream,lime-juice,pineapple",50
"ice-cubes,absolut-peppar,lime-juice,simple-syrup,strawberry",33
"ice-cubes,gin,dry-vermouth,bitters,creme-de-menthe-white,pastis,lemon",30
"ice-cubes,cognac,gin,lemon-juice,triple-sec",20
"ice-cubes,absolut-vodka,white-wine,runny-honey,water,grape",34
"ice-cubes,gin,dry-vermouth,orange-flavored-brandy,triple-sec",20
"crushed-ice,absolut-vanilia,strawberry,cherry-tomato,sugar-superfine",50
"ice-cubes,aged-rum-from-martinique,absolut-vodka,mango-juice,maraschino-berry,mint-leaf,orange",43
"ice-cubes,absolut-citron,simple-syrup,pineapple",40
"ice-cubes,absolut-vodka,yellow-chartreuse,maraschino-berry",22
"ice-cubes,apricot-brandy,calvados,anisette",32
"ice-cubes,absolut-vodka,scotch-whisky,cherry-liqueur",10
"ice-cubes,brandy,cream,white-cacao-liqueur",20
"ice-cubes,absolut-citron,simple-syrup,pineapple",40
"ice-cubes,cognac,lemon-juice,grenadine,champagne",30
"ice-cubes,light-rum,scotch-whisky,orange-juice,grenadine,maraschino-berry",15
"ice-cubes,absolut-vodka,passionfruit-liqueur,passionfruit",46
"ice-cubes,barley-water,lemonade,lemon",50
"ice-cubes,absolut-vanilia,raspberry-liqueur,lemon-juice",40
"ice-cubes,genever,bitters",20
"ice-cubes,absolut-vodka,grapefruit-juice,passionfruit-liqueur",36
"ice-cubes,cognac,vermouth-sweet,bitters,lemon",20
"ice-cubes,gin,egg-white,orange-juice,white-cacao-liqueur,lemon",34
"ice-cubes,gin,orange-juice,maraschino-liqueur,lemon-juice,champagne,orange",30
"ice-cubes,absolut-orient-apple,almond-liqueur,lemon-juice",40
"ice-cubes,green-tea,orgeat-almond-syrup,lemon-juice,lemon",50
"ice-cubes,dry-vermouth,gin,dubonnet,vermouth-sweet",13
"ice-cubes,dry-vermouth,scotch-whisky,campari",14
"ice-cubes,cognac,creme-de-menthe-white,fernet-branca",50
"ice-cubes,absolut-vodka,mandarines-liqueur",30
"ice-cubes,absolut-vodka,pomegranate-juice,grapefruit-juice,honey,mint-leaf",50
"ice-cubes,absolut-citron,tamarind-juice,lemon-lime-soda,flowers-edible",50
"ice-cubes,aged-rum-of-cuban-type,orange-juice,calvados,lime-cordial,lime-juice,simple-syrup",33
"cognac,benedictine-dom,dark-cacao-liqueur",45
"ice-cubes,rye-whiskey,vermouth-sweet,triple-sec",21
"ice-cubes,cognac,light-rum,gin,ginger-ale,lime-juice,bitters,mint-leaf",50
"ice-cubes,dry-vermouth,gin,scotch-whisky,bitters,green-olive",17
"ice-cubes,cognac,chocolate-liqueur,cream,vanilla-ice-cream",40
"ice-cubes,absolut-vodka,campari,bitter-lemon",40
"ice-cubes,absolut-vodka,st-raphael,lemon",20
"ice-cubes,gin,dry-vermouth,grenadine,absinthe,lemon",47
"ice-cubes,dry-vermouth,scotch-whisky,port-red",17
"ice-cubes,scotch-whisky,apricot-brandy,cream,cherry-brandy",16
"ice-cubes,cognac,benedictine-dom",55
"cognac,benedictine-dom,champagne",34
"ice-cubes,gin,dry-vermouth,grenadine,pastis",20
"ice-cubes,cognac,egg-yolk,simple-syrup,champagne",50
"ice-cubes,scotch-whisky,vermouth-sweet,violet-liqueur,orange-bitters,pastis",17
"ice-cubes,crushed-ice,absolut-mandrin,triple-sec,lemon",32
"genever,beer",18
"ice-cubes,calvados,plymouth-sloe-gin,lemon",1
"absolut-vodka,cream-liqueur,melon-liqueur",7
"ice-cubes,dry-vermouth,light-rum,gin",17
"ice-cubes,apricot-brandy,gin,swedish-punsch,lemon-juice",20
"ice-cubes,dry-vermouth,gin,maraschino-liqueur,orange-bitters,absinthe,green-olive",36
"champagne,red-wine",17
"crushed-ice,gin,simple-syrup,maraschino-liqueur,pineapple-juice,lemon,pineapple,mint-leaf",50
"ice-cubes,scotch-whisky,campari,st-raphael,triple-sec,orange",11
"ice-cubes,bourbon-peach-flavored,cranberry-juice,lime-juice",16
"ice-cubes,gin,cordial-medoc,orange-juice,maraschino-berry",22
"ice-cubes,gin,peach-liqueur,orange-juice",21
"ice-cubes,gin,egg-liqueur,grenadine",17
"ice-cubes,cognac,peach-brandy,lemon-juice,orange-juice",36
"ice-cubes,dry-vermouth,light-rum,maraschino-berry",20
"ice-cubes,light-rum,orange-flavored-brandy,lime-juice,galliano",15
"ice-cubes,dark-rum-of-jamaican-type,orange-juice,peach-puree,simple-syrup,lemon-juice",50
"ice-cubes,calvados,raspberry-liqueur",30
"ice-cubes,aged-rum-of-cuban-type,lime-juice,triple-sec",30
"ice-cubes,cognac,apricot-brandy,calvados,orange",18
"ice-cubes,lemon-lime-soda,cranberry-juice,lime",40
"ice-cubes,light-rum,calvados,swedish-punsch",17
"coffee,cherry-brandy,cream,simple-syrup,chocolate",45
"calvados,simple-syrup,bitters,champagne",40
"ice-cubes,light-rum,apple-juice,lime-juice,runny-honey,mint-leaf",40
"ice-cubes,scotch-whisky,dubonnet,vermouth-sweet,bitters,maraschino-berry",17
"swedish-punsch,boiling-water,lemon",17
"cranberry-juice,lime-juice,simple-syrup,grapefruit-juice,orange",50
"ice-cubes,dry-vermouth,rye-whiskey,grenadine,lemon-juice",18
"ice-cubes,gin,egg-white,vermouth-sweet,grenadine",43
"ice-cubes,gin,pineapple-juice,egg-white,orange-bitters",30
"ice-cubes,gin,aperol,passionfruit-syrup,passionfruit,pineapple",14
"ice-cubes,gin,grenadine,green-olive,orange",10
"ice-cubes,gin,plymouth-sloe-gin,bitters",36
"ice-cubes,dry-vermouth,cognac,orange-bitters,pastis",11
"ice-cubes,absolut-vodka,orange-liqueur,simple-syrup,cucumber,lemon",50
"ice-cubes,canadian-whisky,gin,triple-sec,pastis",18
"crushed-ice,absolut-vodka,strawberry,kiwi,sugar-superfine",50
"ice-cubes,scotch-whisky,cherry-brandy,lemon-juice,vermouth-sweet,egg-white,lemon",22
"peach-schnapps,cream",25
"ice-cubes,triple-sec,cream,bitters",12
"ice-cubes,cognac,dry-vermouth,whisky-honey-liqueur-drambuie",20
"crushed-ice,absolut-vodka,lemon-juice,melon,sugar-superfine",50
"ice-cubes,gin,orange-juice,orange-curacao",20
"ice-cubes,gin,triple-sec,pastis",41
"ice-cubes,light-rum,cherry-liqueur,lime-juice,orange-curacao,banana-liqueur",20
"ice-cubes,gin,banana-liqueur,lime-juice,pimms-cup-no-1,vermouth-sweet,bitters",13
"cherry-brandy,strawberry-liqueur,champagne,strawberry",40
"ice-cubes,scotch-whisky,whisky-honey-liqueur-drambuie,orange-bitters",43
"crushed-ice,absolut-vodka,cashew-nut,sugar-superfine",67
"ice-cubes,gin,pineapple-juice,triple-sec,bitters",10
"rye-whiskey,vermouth-sweet,bitters,champagne",30
"ice-cubes,absolut-vanilia,lemon-juice,red-currant,sugar-superfine",50
"ice-cubes,cognac,dry-vermouth,cherry-brandy",38
"ice-cubes,absolut-vodka,lychee-liqueur,lychee",53
"crushed-ice,scotch-whisky,lemon",50
"almond-liqueur,lime-juice,champagne,almond",40
"ice-cubes,absolut-vodka,black-currant-liqueur,hazelnut-liqueur,strawberry-puree,strawberry",48
"ice-cubes,absolut-vodka,blackberry-liqueur,lime-juice,egg-white,simple-syrup",35
"ice-cubes,absolut-vodka,banana-liqueur,cream,triple-sec,maraschino-berry",12
"ice-cubes,pisco,light-rum",21
"ice-cubes,scotch-whisky,cherry-liqueur,lemon-juice",11
"ice-cubes,absolut-vodka,pineapple-juice,simple-syrup,pineapple",34
"ice-cubes,champagne,passionfruit-pure,passionfruit-liqueur,simple-syrup",50
"ice-cubes,light-rum,hazelnut-liqueur,lime-juice,simple-syrup,mint-leaf",30
"cherry-brandy,raspberry-juice,champagne,lemon,maraschino-berry",30
"ice-cubes,rye-whiskey,lemon-juice,orange-curacao,egg-white,grenadine,orgeat-almond-syrup",50
"ice-cubes,cognac,dry-vermouth,simple-syrup,champagne",30
"ice-cubes,absolut-vodka,mango-puree,grapefruit-juice,triple-sec,mango",68
"ice-cubes,scotch-whisky,vermouth-sweet,pastis",23
"ice-cubes,gin,violet-liqueur",20
"crushed-ice,absolut-vodka,passionfruit,lemon,basil,sugar-superfine",50
"crushed-ice,orange-flavored-vodka,orange-flavored-brandy,orange-juice,lime-juice,grenadine,orange",22
"crushed-ice,absolut-citron,kiwi,sugar-superfine",50
"green-chartreuse,grenadine,maraschino-liqueur",23
"ice-cubes,scotch-whisky,lemon-juice,simple-syrup,bitters,ginger-ale,orange",23
"ice-cubes,gin-old-tom,port-red",34
"crushed-ice,absolut-vodka,strawberry,lychee,sugar-superfine",50
"ice-cubes,champagne,maraschino-liqueur,mango-puree",50
"ice-cubes,light-rum,lime-juice,vanilla-liqueur,vanilla-syrup",25
"ice-cubes,scotch-whisky,galliano,lime",20
"ice-cubes,gin,dry-vermouth,bitters,port-red,lemon",34
"gin,orange-flavored-brandy,orange-juice,orange",40
"ice-cubes,dry-vermouth,scotch-whisky,benedictine-dom,orange-curacao",30
"crushed-ice,absolut-vodka,lime,sugar-superfine",50
"ice-cubes,absolut-vodka,dry-vermouth,orange-curacao",43
"ice-cubes,gin,campari,dubonnet,lemon,orange",34
"ice-cubes,absolut-vodka,gin,bitters,simple-syrup,maraschino-berry",10
"ice-cubes,cognac,yellow-chartreuse,lemon-juice,simple-syrup,bitters",40
"ice-cubes,gin,dry-vermouth,dubonnet,pastis",16
"ice-cubes,scotch-whisky,dry-vermouth,port-red,bitters",20
"ice-cubes,gin,dry-vermouth,maraschino-liqueur,pastis,green-olive",23
"ice-cubes,sherry,cointrea,orange-juice,orange-bitters",36
"cognac,egg-yolk",16
"ice-cubes,rye-whiskey,bitters,pastis,champagne",21
"ice-cubes,dark-rum-of-jamaican-type,lime-juice,orange-juice,pineapple-juice,grenadine,orange-bitters,triple-sec",43
"ice-cubes,scotch-whisky,dry-vermouth,whisky-honey-liqueur-drambuie,orange-curacao",13
"ice-cubes,light-rum,triple-sec,lime-juice,orange-bitters,lime,mint-leaf",28
"ice-cubes,gin,port-white,orange-bitters,lemon",44
"ice-cubes,absolut-vodka,grapefruit-juice,cranberry-juice,lime",60
"ice-cubes,scotch-whisky,green-chartreuse,vermouth-sweet,lemon-juice",14
"ice-cubes,cognac,anisette,egg-white",33
"ice-cubes,gin,green-curacao,vermouth-sweet,lemon-juice",12
"ice-cubes,cognac,dry-vermouth,benedictine-dom,bitters",23
"ice-cubes,dark-rum-aged,blackberry-liqueur,lemon-juice,banana-liqueur,grenadine",33
"crushed-ice,rye-whiskey,water,lemon",31
"ice-cubes,dry-vermouth,sherry,orange-bitters,orange",33
"ice-cubes,light-rum,vanilla-ice-cream,banana-liqueur,white-cacao-liqueur,banana",33
"ice-cubes,cognac,vermouth-sweet,orange-bitters",20
"ice-cubes,apricot-brandy,gin,orange-juice,lemon-juice",50
"ice-cubes,canadian-whisky,orange-curacao,bitters,lemon,maraschino-berry",30
"ice-cubes,aged-rum-of-cuban-type,pineapple-juice,grenadine",31
"ice-cubes,absolut-vodka,cranberry-juice,orange-juice,orange",45
"ice-cubes,gin,st-raphael,lemon",12
"ice-cubes,light-rum,sambuca,lime-juice",10
"ice-cubes,dry-vermouth,gin,cherry-brandy,maraschino-liqueur,orange-curacao,vermouth-sweet,lemon",10
"crushed-ice,green-mint-liqueur",10
"ice-cubes,rye-whiskey,cherry-liqueur,lemon-juice",30
"ice-cubes,dry-vermouth,gin,campari,orange",14
"ice-cubes,canadian-whisky,dry-vermouth,strega,white-cacao-liqueur",10
"ice-cubes,light-rum,dry-vermouth,orange-curacao,grenadine",15
"crushed-ice,absolut-vodka,vanilla-liqueur,simple-syrup,lime",34
"ice-cubes,gin,dry-vermouth,campari,triple-sec,grape",20
"ice-cubes,absolut-vodka,whisky-honey-liqueur-drambuie,campari",35
"ice-cubes,gin,lemon-juice,peach-liqueur,absinthe",50
"ice-cubes,cognac,dark-cacao-liqueur,whisky-honey-liqueur-drambuie",20
"ice-cubes,gin,dry-vermouth,orange-flavored-brandy",43
"ice-cubes,cognac,egg-yolk,simple-syrup",51
"ice-cubes,crushed-ice,absolut-kurant,creme-de-cassis,lemon-juice,black-currant",50
"cranberry-juice,pear-puree,williams-pear-liqueur,champagne,cranberry,pear",41
"ice-cubes,absolut-vodka,cranberry-juice,amaretto,melon-liqueur",43
"ice-cubes,gin,orange-flavored-brandy,vermouth-sweet,orange",20
"ice-cubes,light-rum,apricot-brandy,triple-sec,lime-juice",48
"ice-cubes,light-rum,lime-juice,egg-white,grenadine",21
"ice-cubes,apricot-brandy,light-rum,lemon-juice",40
"ice-cubes,scotch-whisky,vermouth-sweet,bitters",30
"ice-cubes,canadian-whisky,grenadine,lemon-juice,orange-juice,kummel,lemon",17
"ice-cubes,pisco,cola,lime-juice,lime",31
"ice-cubes,pisang-ambon,white-cacao-liqueur,cream,kiwi-liqueur,grenadine,chocolate",34
"ice-cubes,apricot-brandy,lemon-juice,pineapple",40
"ice-cubes,scotch-whisky,dry-vermouth,mandarines-liqueur,lemon-juice",22
"ice-cubes,cognac,cherry-brandy,benedictine-dom,simple-syrup,lemon,maraschino-berry",33
"ice-cubes,crushed-ice,gin,lemon-juice,elderflower-cordial,soda-water,lemon",50
"ice-cubes,crushed-ice,guava-juice,simple-syrup,jackfruit",65
"ice-cubes,dry-vermouth,gin,peach-brandy,orange-juice",21
"ice-cubes,scotch-whisky,orange-juice,triple-sec,maraschino-berry",10
"ice-cubes,absolut-vanilia,dark-cacao-liqueur,cream,nutmeg",50
"ice-cubes,crushed-ice,absolut-vodka,simple-syrup,lemon-juice,frangelico,jackfruit",50
"ice-cubes,apricot-brandy,lime-juice",10
"ice-cubes,absolut-vanilia,whisky-honey-liqueur-drambuie,honey",50
"ice-cubes,vermouth-sweet,fernet-branca",12
"ice-cubes,cognac,light-rum,grenadine,lemon-juice,orange-curacao",17
"ice-cubes,absolut-vodka,pear-juice,elderflower-cordial,pear",40
"ice-cubes,irish-whiskey,vermouth-sweet,lemon-juice,kummel,bitters",17
"ice-cubes,absolut-vodka,dry-vermouth,elderflower-cordial",30
"ice-cubes,absolut-vodka,champagne",50
"ice-cubes,absolut-vanilia,triple-sec,grapefruit-juice,lemon-juice,orange",40
"ice-cubes,aged-rum-of-haitian-type,rum-of-haitian-type,lime-juice,benedictine-dom,simple-syrup",31
"ice-cubes,gin,grapefruit-juice,maraschino-liqueur,bitters,maraschino-berry",50
"ice-cubes,crushed-ice,absolut-vodka,mulberry,raspberry,strawberry,sugar-superfine",50
"ice-cubes,canadian-whisky,cherry-liqueur,maraschino-berry",10
"ice-cubes,gin,cream,lemon-juice,pineapple-liqueur,grenadine",20
"ice-cubes,gin,light-rum,triple-sec",15
"ice-cubes,gin,dry-vermouth,cherry-brandy,raspberry-liqueur",20
"ice-cubes,absolut-vanilia,dry-vermouth,green-apple-syrup,apple,vanilla",30
"ice-cubes,green-curacao,blue-curacao,green-mint-liqueur",12
"ice-cubes,gin,calvados,lemon-juice,bitters",16
"ice-cubes,absolut-vodka,simple-syrup,lemon-juice,raspberry,soda-water",50
"gin,milk",10
"ice-cubes,aged-rum-of-haitian-type,dark-rum-of-jamaican-type,orange",10
"ice-cubes,gin,dry-vermouth,orange-flavored-brandy",10
"ice-cubes,absolut-orient-apple,absolut-vanilia,cranberry-juice,lemon-juice,apple",43
"cognac,green-chartreuse,champagne,lemon",10
"ice-cubes,mescal,hot-sauce,worcestershire-sauce",11
"ice-cubes,gin,pastis,grenadine",21
"ice-cubes,absolut-kurant,ice-tea,orange-liqueur,flowers-edible,raspberry",30
"ice-cubes,absolut-vodka,peach-liqueur,pineapple-juice,black-raspberry-liqueur",25
"ice-cubes,white-wine,soda-water,pineapple-juice,maraschino-liqueur,orange-juice,orange,pineapple",14
"gin,orange-flavored-brandy,lime-juice,egg-white,orgeat-almond-syrup",20
"ice-cubes,brandy,cream,orange-juice,simple-syrup,sherry,triple-sec",22
"crushed-ice,absolut-vodka,black-raspberry-liqueur,cranberry-juice,orange-juice,raspberry",49
"ice-cubes,light-rum,gin,pineapple-juice,pineapple",11
"ice-cubes,gin,sake,triple-sec",40
"ice-cubes,gin,lemon-juice,simple-syrup,ginger-ale",42
"ice-cubes,absolut-grapevine,lemon-lime-soda",50
"absolut-mandrin,cranberry-juice-hot,orange",40
"ice-cubes,dry-vermouth,sherry,orange-bitters",10
"ice-cubes,absolut-vodka,italian-vermouth,green-chartreuse,lemon-juice",20
"ice-cubes,scotch-whisky,triple-sec,orange-bitters",32
"ice-cubes,scotch-whisky,dry-vermouth,lemon-juice,orange-bitters",10
"ice-cubes,absolut-vanilia,lime-juice,lemon-lime-soda,lime",40
"ice-cubes,gin,sherry,black-currant-liqueur",40
"crushed-ice,absolut-grapevine,simple-syrup,lime,kiwi",50
"ice-cubes,dry-vermouth,irish-whiskey,green-mint-liqueur,green-chartreuse,green-olive",22
"ice-cubes,genever,triple-sec,orange-bitters",20
"ice-cubes,absolut-vodka,orange-juice,sparkling-wine",53
"ice-cubes,dry-vermouth,gin,vermouth-sweet,pastis,maraschino-berry",22
"ice-cubes,apricot-brandy,gin,dry-vermouth,apricot",20
"ice-cubes,brandy,pineapple-juice,galliano,grenadine,orange",34
"ice-cubes,scotch-whisky,dry-vermouth,bitters,pastis,lemon",16
"ice-cubes,gin,vermouth-sweet,orange",25
"crushed-ice,absolut-kurant,lemon-juice,simple-syrup,creme-de-cassis,lemon-lime-soda,blackberry",40
"ice-cubes,ale,ginger-ale",20
"ice-cubes,rye-whiskey,lemon-juice,port-red,egg-white,simple-syrup,pineapple",30
"absolut-grapevine,lemon-juice,passionfruit-syrup,passionfruit",50
"ice-cubes,canadian-whisky,orange-juice,orange-curacao",17
"ice-cubes,canadian-whisky,dry-vermouth,lemon-juice,orange-curacao,pastis",20
"ice-cubes,gin,dry-vermouth,lemon-juice,maraschino-liqueur,pineapple",40
"absolut-grapevine,lime-juice,simple-syrup,lime",50
"ice-cubes,dark-rum-aged,lemon-juice,anisette,grenadine",23
"ice-cubes,brandy,dark-rum-of-jamaican-type,lime-juice,triple-sec",30
"ice-cubes,dry-vermouth,gin,dubonnet,lemon",43
