ingredients,rating
"ice-cubes,absolut-wild-tea,simple-syrup,lime-juice",50
"ice-cubes,cognac,apple-juice,simple-syrup,blackberry,grape,red-currant",49
"ice-cubes,tequila,cola,lime-juice,grapefruit",50
"ice-cubes,gin,dry-vermouth,tonic-water,lemon",16
"ice-cubes,absolut-vodka,lemon-juice,triple-sec,orange",37
"ice-cubes,bourbon,calvados,vermouth-sweet,maraschino-berry",33
"ice-cubes,absolut-vodka,orange-flavored-brandy,cranberry-juice,black-raspberry-liqueur,strawberry,basil",50
"ice-cubes,absolut-berri-acai,lime-juice,apple-liqueur,apple-juice,melon,apple",50
"ice-cubes,gin,dry-vermouth,vermouth-sweet,pastis,lemon",16
"ice-cubes,absolut-vodka,apple-juice,blue-curacao,triple-sec,green-banana-syrup",12
"crushed-ice,cachaca,lemon-juice,simple-syrup,grenadine,soda-water,pineapple",50
"ice-cubes,absolut-mango,apple-juice,apple",50
"ice-cubes,absolut-vodka,cranberry-juice,pineapple-juice,passionfruit-liqueur,lime",46
"ice-cubes,tequila,lemon-juice,maraschino-liqueur,agave-nectar,soda-water,lemon,cherry",50
"lemonade,blueberry,raspberry,absolut-tune",50
"ice-cubes,absolut-vodka,grapefruit-juice,cherry-liqueur,lemon-juice,grapefruit",23
"ice-cubes,malibu-rum,amaretto,orange-juice,grenadine",33
"ice-cubes,absolut-pears,brandy-pear-flavored-liqueur,cream",30
"ice-cubes,dark-rum-aged,vermouth-sweet,orange-juice,orange-bitters",50
"ice-cubes,bourbon,grapefruit-juice,grenadine",34
"ice-cubes,bourbon,orange-juice,simple-syrup,campari",44
"ice-cubes,absolut-vodka,lemon-juice,simple-syrup,black-raspberry-liqueur,black-currant-liqueur,blackberry",55
"ice-cubes,absolut-vodka,kahlua,cherry",78
"ice-cubes,absolut-100,tonic-water,lime",70
"ice-cubes,tequila,beef-consomme,tomato-juice,lemon-juice,hot-sauce,worcestershire-sauce",67
"ice-cubes,absolut-vodka,lemon-juice,limoncello,simple-syrup,basil,tonic-water",50
"ice-cubes,absolut-vodka,kahlua,lemon-juice,lemon",36
"ice-cubes,absolut-100,kahlua,maraschino-berry",50
"ice-cubes,gin,blue-curacao,lime-juice",23
"ice-cubes,absolut-citron,white-cranberry-juice,blue-curacao,lime-juice,orange",65
"ice-cubes,absolut-citron,apricot-brandy,blue-curacao,lemon-juice",35
"ice-cubes,absolut-vodka,blueberry-liqueur,water,simple-syrup,blueberry",46
"ice-cubes,light-rum,amaretto,blue-curacao,pineapple-juice,lime-juice,maraschino-berry,pineapple",43
"ice-cubes,gin,lemon-juice,violet-liqueur",34
"ice-cubes,absolut-vodka,gin,campari,peach-liqueur,peach",60
"ice-cubes,aged-rum-of-cuban-type,cognac,lime-juice,triple-sec",30
"ice-cubes,absolut-vodka,blue-curacao,banana-liqueur,pisang-ambon,maraschino-berry,mint-leaf",35
"ice-cubes,bourbon,lemon-juice,benedictine-dom,orange-curacao,bitters",30
"ice-cubes,orange-juice,amaretto,orange",50
"ice-cubes,absolut-vodka,cream,kahlua,milk,amaretto",56
"ice-cubes,bourbon,bitters,champagne,lemon",30
"ice-cubes,absolut-ruby-red,lemon-lime-soda,blood-orange-juice,grapefruit-juice,soda-water,lime",50
"ice-cubes,bourbon,lemon-juice,simple-syrup,lemon",50
"crushed-ice,bourbon,simple-syrup,pineapple-juice,pineapple,mint-leaf",50
"ice-cubes,bourbon,ginger-ale,lemon",50
"ice-cubes,triple-sec,lime-juice,runny-honey,orange-bitters,ginger-ale,blueberry,lime",53
"ice-cubes,bourbon,egg-white,lemon-juice,simple-syrup",50
"ice-cubes,bourbon,lemon-juice,grenadine,yellow-chartreuse",65
"ice-cubes,pineapple-juice,passionfruit-juice,grenadine,lemon-juice,maraschino-berry,pineapple",44
"ice-cubes,cachaca,hazelnut-liqueur,cranberry-juice,lime-juice,runny-honey,triple-sec",33
"ice-cubes,cognac,apricot-brandy,lemon-juice",40
"ice-cubes,scotch-whisky,dry-vermouth,bitters,yellow-chartreuse,maraschino-berry",20
"ice-cubes,cognac,half-and-half,simple-syrup,bitters",30
"ice-cubes,bourbon,lime-juice,simple-syrup,soda-water,lemon",50
"ice-cubes,bourbon,port-red,simple-syrup,nutmeg,soda-water",50
"ice-cubes,crushed-ice,cognac,simple-syrup,maraschino-berry,mint-leaf,orange,strawberry",30
"ice-cubes,cognac,simple-syrup,bitters,lemon",30
"crushed-ice,gin,lemon-juice,simple-syrup,blackberry-liqueur,lemon,blackberry",80
"ice-cubes,bourbon,lemon-juice,simple-syrup,egg-white,bitters,lemon,maraschino-berry",30
"ice-cubes,cognac,whisky-honey-liqueur-drambuie,sherry,maraschino-berry,orange",40
"ice-cubes,crushed-ice,cognac,ice-tea,orange-curacao,simple-syrup,maraschino-berry,peach,strawberry",40
"ice-cubes,tequila,kahlua",50
"crushed-ice,cachaca,white-wine,black-currant-liqueur,black-currant,mint-leaf,raspberry",22
"ice-cubes,gin,port-white,anisette,egg-yolk",30
"ice-cubes,gin,dry-vermouth,egg-white,vermouth-sweet,orange-juice",40
"ice-cubes,absolut-vodka,cream-of-coconut,amaretto,kahlua,cherry",30
"ice-cubes,scotch-whisky,dry-vermouth,port-red,rosewater,lemon,maraschino-berry",30
"ice-cubes,light-rum,port-white,triple-sec",10
"ice-cubes,gin,scotch-whisky,pastis",30
"ice-cubes,dark-rum-of-jamaican-type,orange-curacao,lemon-juice,simple-syrup",30
"aged-rum-of-cuban-type,coffee,kahlua,cream",55
"ice-cubes,gin,dry-vermouth,violet-liqueur,lemon",23
"ice-cubes,apricot-brandy,gin,cream",33
"ice-cubes,tequila,grapefruit-juice,amaretto",20
"ice-cubes,gin,pineapple-juice,lime-and-lemongrass-cordial,passionfruit-syrup,basil",30
"crushed-ice,absolut-vodka,simple-syrup,lime",80
"ice-cubes,dark-rum-of-jamaican-type,bourbon,sherry,orange-bitters,simple-syrup",30
"ice-cubes,bourbon,dry-vermouth,grenadine,lemon-juice,pastis,maraschino-berry",20
"ice-cubes,dry-vermouth,light-rum,strega",20
"ice-cubes,light-rum,pineapple-juice,lemon-juice",35
"ice-cubes,light-rum,cherry-brandy,lime-juice",30
"ice-cubes,absolut-vodka,cream,amaretto,cream-liqueur,kahlua",44
"ice-cubes,crushed-ice,canadian-whisky,orange-curacao,bitters",30
"ice-cubes,crushed-ice,absolut-vodka,lemonade,blackberry-liqueur,blackberry",80
"apple-juice,simple-syrup,mint-leaf,ginger-ale",40
"ice-cubes,kahlua,orange-curacao,cream",20
"ice-cubes,rye-whiskey,lemon-juice,simple-syrup,ginger-ale",20
"ice-cubes,gin,byrrh",10
"ice-cubes,absolut-vodka,cherry-brandy,port-red,grenadine",20
"light-rum,simple-syrup,butter,apple-juice-hot,lemon",50
"ice-cubes,absolut-vodka,cranberry-juice,lime",80
"ice-cubes,bourbon,cream,kahlua,maraschino-berry",22
"ice-cubes,gin,dry-vermouth,orange-flavored-brandy,green-mint-liqueur,maraschino-berry",13
"ice-cubes,tequila,applejack,lemon-juice,orange-curacao,simple-syrup,lemon",30
"ice-cubes,bourbon,light-rum,lemon-juice,orange-juice,benedictine-dom,simple-syrup",40
"ice-cubes,absolut-vodka,blackberry-liqueur",45
"ice-cubes,absolut-citron,absolut-apeach,lime-juice,peach-liqueur,simple-syrup,peach-bitters,peach",10
"ice-cubes,aged-rum-of-cuban-type,coffee,kahlua,cream,simple-syrup,coffee-bean",50
"ice-cubes,absolut-vodka,orange-juice,raspberry-juice,campari,limoncello,bitter-lemon,lemon,mint-leaf,raspberry-blackberry",50
"ice-cubes,bourbon,cherry-liqueur,vermouth-sweet,bitters",30
"ice-cubes,absolut-vodka,beef-consomme,lemon-juice,worcestershire-sauce,hot-sauce",40
"ice-cubes,applejack,bitters,simple-syrup,apple,orange",60
"ice-cubes,gin,dry-vermouth,benedictine-dom,anisette,maraschino-berry",32
"coffee,triple-sec,lemon",20
"champagne,bitters,carambola",10
"crushed-ice,absolut-vodka,simple-syrup,lime",60
"ice-cubes,absolut-vodka,apple-juice,blue-curacao,peach-liqueur,triple-sec",22
"ice-cubes,scotch-whisky,apricot-brandy,apple-juice-fresh-pressed,lemon-juice,simple-syrup,apricot,lemon",33
"ice-cubes,bourbon,cherry-brandy,bitters",33
"ice-cubes,gin,apricot-brandy,dry-vermouth,orange-curacao,maraschino-berry",42
"ice-cubes,aged-rum-of-haitian-type,malibu-rum,pineapple-juice,lemon-juice",40
"ice-cubes,canadian-whisky,cola,lemon-juice,lemon",10
"ice-cubes,aged-rum-of-haitian-type,lime-juice,grenadine,simple-syrup,bitters,orange",30
"ice-cubes,absolut-raspberri,cranberry-juice,black-raspberry-liqueur,lemon-juice,vanilla-syrup",30
"ice-cubes,dry-vermouth,gin,lemon-juice,triple-sec,cherry-brandy,green-olive",20
"ice-cubes,light-rum,dark-cacao-liqueur,lime-juice,simple-syrup",40
"ice-cubes,spiced-rum,raspberry-puree,lime-juice,raspberry-liqueur,simple-syrup",30
"ice-cubes,gin,lemon-juice,simple-syrup,mint-leaf",62
"ice-cubes,gin,maraschino-liqueur,lemon-juice,cherry",50
"ice-cubes,gin,green-chartreuse,green-mint-liqueur",20
"absolut-apeach,peach-bitters,sugar-cube-white,champagne",50
"ice-cubes,tequila,lemon-juice,simple-syrup,grenadine",30
"bourbon,simple-syrup,boiling-water,lemon",40
"ice-cubes,gin,lemon-juice,violet-liqueur,egg-white",40
"ice-cubes,gin,tequila,orange-juice,bitters,grenadine,cucumber,lemon,orange",30
"ice-cubes,absolut-vodka,cream,kahlua",33
"ice-cubes,irish-whiskey,dry-vermouth,vermouth-sweet",20
"ice-cubes,bourbon,dry-vermouth,vermouth-sweet,orange-curacao,pastis,maraschino-berry",10
"ice-cubes,gin,egg-white,maraschino-liqueur",20
"ice-cubes,tequila,ginger-grated,lime-juice,runny-honey",50
"crushed-ice,cognac,kahlua,coffee,simple-syrup",30
"ice-cubes,aged-rum-of-cuban-type,cola,lime-juice,lime",50
"ice-cubes,tequila,coconut-liqueur,cream",10
"ice-cubes,absolut-mango,lemon-juice,simple-syrup,egg-white,mango,cinnamon-cane",60
"ice-cubes,cognac,milk,egg,cream,simple-syrup,nutmeg",40
"ice-cubes,bourbon,lemon-juice,orange-juice,grenadine",30
"ice-cubes,bourbon,dry-vermouth,yellow-chartreuse,maraschino-berry",30
"spiced-rum,runny-honey,peppermint-schnapps,tea-hot,mint-leaf",50
"ice-cubes,bourbon,vermouth-sweet,whisky-honey-liqueur-drambuie,orange-liqueur",21
"ice-cubes,cherry-brandy,cream",40
"ice-cubes,absolut-vodka,gin,cranberry-juice,grapefruit-juice,lime",30
"crushed-ice,red-wine,simple-syrup,orange,raspberry,strawberry",20
"ice-cubes,brandy,cream,kahlua",40
"gin,stout-beer,ginger-beer",15
"ice-cubes,absolut-vodka,lemon-juice,triple-sec",44
"ice-cubes,white-wine,egg-yolk,simple-syrup,champagne",30
"ice-cubes,cognac,orange-curacao,pineapple-juice,bitters,maraschino-berry,lemon",20
"ice-cubes,gin,dry-vermouth,vermouth-sweet,mint-leaf",10
"crushed-ice,light-rum,simple-syrup,lime-juice,basil,lime,mint-leaf,soda-water",50
"ice-cubes,light-rum,tomato-juice,lemon-juice,hot-sauce,worcestershire-sauce,celery",20
"ice-cubes,tequila,triple-sec,lime-juice",50
"ice-cubes,rye-whiskey,apricot-brandy,orange-curacao",30
"ice-cubes,gin,green-chartreuse,maraschino-berry",10
"ice-cubes,aged-rum-of-cuban-type,cream,milk,banana-liqueur,kahlua,banana",10
"ice-cubes,absolut-vodka,pineapple-juice,orange-juice,amaretto",30
"ice-cubes,absolut-vodka,cola,kahlua,lemon-juice,cream",52
"ice-cubes,aged-rum-of-cuban-type,orange-flavored-brandy,lemon-juice,simple-syrup,orange-bitters,orange",40
"ice-cubes,dry-vermouth,gin,banana-liqueur,lemon-lime-soda,banana,lime,strawberry",20
"ice-cubes,absolut-vodka,sake,lychee-juice,lime,lemongrass",40
"crushed-ice,absolut-berri-acai,simple-syrup,lime",50
"ice-cubes,gin,dry-vermouth,orange-flavored-brandy,pineapple-juice,bitters,maraschino-berry",22
"ice-cubes,dry-vermouth,gin,orange-flavored-brandy,egg-white,orange",10
"ice-cubes,bourbon,soda-water,orange-curacao,bitters,orange,cherry",50
"ice-cubes,gin,benedictine-dom,lemon-juice,bitters,maraschino-berry",30
"ice-cubes,tequila,orange-flavored-brandy,cranberry-juice,lime-juice",30
"ice-cubes,gin,lemon-juice,simple-syrup,champagne,lemon,maraschino-berry",30
"ice-cubes,absolut-vodka,lime-juice,lime-and-lemongrass-cordial,mango-puree,simple-syrup,lemon",50
"ice-cubes,absolut-mandrin,apple-juice-fresh-pressed,elderflower-cordial,lime-juice,bitters,tonic-water",46
"ice-cubes,gin,amaretto,lemon-juice",50
"ice-cubes,cognac,green-chartreuse,lemon-juice,soda-water,maraschino-berry",20
"ice-cubes,bourbon,benedictine-dom,orange-curacao,lemon,maraschino-berry",40
"ice-cubes,tequila,lemon-juice,orange-juice,grenadine,orange-flower-water,orange",30
"ice-cubes,cognac,port-red,egg-yolk,simple-syrup",50
"ice-cubes,bourbon,gin,pastis",10
"ice-cubes,pisco,apple-juice-fresh-pressed,passionfruit-syrup,lime-juice,strawberry",60
"ice-cubes,cognac,gin,green-chartreuse,cherry-brandy",44
"ice-cubes,absolut-vodka,melon-liqueur,hazelnut-liqueur,peach-liqueur,lime-juice",20
"ice-cubes,light-rum,pineapple-juice,coconut-liqueur,banana",20
"dark-rum-aged,calvados,lemon-juice,runny-honey,apple-juice,lemon,orange",50
"ice-cubes,brandy,lemon-juice,orange-curacao,simple-syrup,orgeat-almond-syrup,red-wine,maraschino-berry,orange",33
"ice-cubes,gin,dry-vermouth,yellow-chartreuse,maraschino-berry",20
"ice-cubes,cognac,coffee-cold,triple-sec",30
"absolut-apeach,peach-liqueur,peach-bitters,champagne",43
"ice-cubes,dark-rum-of-jamaican-type,cognac,pineapple-juice,simple-syrup,lemon-juice,maraschino-liqueur,orange-curacao,champagne",30
"ice-cubes,absolut-vodka,grapefruit-juice,pineapple-juice,passionfruit-liqueur,strawberry-liqueur",20
"ice-cubes,gin,dry-vermouth,pastis",20
"ice-cubes,absolut-vodka,espresso,kahlua,simple-syrup,coffee-bean",50
"ice-cubes,absolut-vodka,chocolate-liqueur,chocolate",70
"absolut-raspberri,williams-pear-liqueur,black-raspberry-liqueur,champagne",50
"ice-cubes,gin,lemon-juice,triple-sec,lemon,orange",50
"ice-cubes,triple-sec,hot-sauce,clamato",6
"ice-cubes,light-rum,orange-juice,lemon-juice,pineapple-juice,red-wine",20
"ice-cubes,gin,banana-liqueur,blue-curacao,cream",15
"cognac,champagne,blackberry-liqueur",60
"ice-cubes,cognac,dry-vermouth,dark-cacao-liqueur,orange-bitters",22
"ice-cubes,bourbon,lemon-juice,simple-syrup,soda-water,orange",40
"ice-cubes,orange-flavored-vodka,pomegranate-juice,lime-juice,triple-sec,lime-cordial",30
"ice-cubes,absolut-pears,pineapple-juice,flowers-edible",30
"ice-cubes,reposado-tequila,creme-de-cassis,lime-juice,ginger-ale,lime",20
"ice-cubes,gin,green-chartreuse,vermouth-sweet,orange-bitters,green-olive,lemon",51
"ice-cubes,gin,dry-vermouth,orange-bitters,lemon",85
"ice-cubes,gin,lemon-juice,simple-syrup,mint-leaf",81
"ice-cubes,light-rum,blueberry-liqueur,lime-juice,vanilla-syrup,water,blueberry",56
"ice-cubes,absolut-vodka,absolut-raspberri,violet-liqueur",30
"ice-cubes,absolut-vodka,dry-vermouth,vermouth-sweet,mandarines-liqueur,bitters",40
"ice-cubes,cseresznye-palinka,tonic-water",40
"ice-cubes,absolut-kurant,tonic-water,lemon,straw",20
"ice-cubes,tequila,triple-sec,lime-juice",50
"ice-cubes,crushed-ice,absolut-apeach,black-raspberry-liqueur,cream,cinnamon-syrup,milk,vanilla-liqueur",30
"ice-cubes,bourbon,orange-flavored-brandy,lemon-juice,triple-sec",45
"ice-cubes,gin,vermouth-sweet,triple-sec",10
"ice-cubes,light-rum,lime-juice,pineapple-juice,grenadine",36
"ice-cubes,gin,grapefruit-juice,maraschino-liqueur",50
"ice-cubes,absolut-vodka,malibu-rum,cream-liqueur,orange-juice",30
"ice-cubes,dark-rum-of-jamaican-type,sherry,dubonnet,orange-juice",20
"ice-cubes,bourbon,orange-flavored-brandy,maraschino-liqueur",40
"ice-cubes,light-rum,lemon-juice,pineapple-juice,triple-sec,lemon",30
"ice-cubes,malibu-rum,light-rum,white-cacao-liqueur,hazelnut-liqueur",30
"ice-cubes,absolut-vodka,kahlua,espresso-coffee-cold,simple-syrup",70
"ice-cubes,gin,dry-vermouth,pastis,orange-juice",20
"ice-cubes,absolut-vodka,orange-juice,lime-juice,melon-liqueur,simple-syrup",30
"ice-cubes,pisco,lemon-juice,triple-sec,simple-syrup",40
"ice-cubes,scotch-whisky,lime-juice,triple-sec,vermouth-sweet",22
"ice-cubes,cherry-brandy,egg,simple-syrup",30
"ice-cubes,absolut-ruby-red,orange-juice,lemon-juice,simple-syrup,egg-white,passionfruit-liqueur,pineapple",77
"ice-cubes,absolut-vodka,cola,kahlua,lemon-juice,cream",30
"ice-cubes,gin-old-tom,lime-juice,vermouth-sweet,maraschino-liqueur",30
"ice-cubes,light-rum,gin,lemon-juice,simple-syrup",20
"ice-cubes,orange-juice,cherry-liqueur,peach-schnapps,maraschino-berry,orange",30
"ice-cubes,bourbon,campari,triple-sec,bitters,maraschino-berry",30
"ice-cubes,light-rum,orange-flavored-brandy,cranberry-juice,orange-juice,orange",20
"ice-cubes,gin,vermouth-sweet,cream,pastis",10
"ice-cubes,cognac,green-mint-liqueur",10
"ice-cubes,absolut-citron,lemon-juice,triple-sec,simple-syrup,lemon",50
"ice-cubes,tequila,lime-juice,runny-honey",30
"ice-cubes,gin,orange-juice,cherry-brandy,ginger-beer",33
"ice-cubes,bourbon,dubonnet,orange-curacao,pastis",30
"ice-cubes,cognac,dark-cacao-liqueur,cream,nutmeg",80
"ice-cubes,absolut-citron,pineapple-juice,triple-sec,pineapple",50
"ice-cubes,bourbon,blue-curacao,rosewater",34
"ice-cubes,scotch-whisky,lemon-juice,whisky-honey-liqueur-drambuie",34
"ice-cubes,cognac,egg-white,orange-curacao",44
"ice-cubes,light-rum,lemon-juice,orange-juice,simple-syrup",34
"ice-cubes,absolut-vodka,lime-juice,blueberry-liqueur,simple-syrup,water,blueberry",36
"ice-cubes,bourbon,orange-juice,orange-bitters",33
"ice-cubes,absolut-vodka,apple-juice-fresh-pressed,lemon-juice,orgeat-almond-syrup,peach-bitters,almond",48
"ice-cubes,bourbon,cream,egg-white",32
"ice-cubes,absolut-vodka,blue-curacao,peach-schnapps",34
"ice-cubes,bourbon,dry-vermouth,orange-bitters",30
"ice-cubes,bourbon,apricot-brandy,orange-juice,pastis,maraschino-berry",40
"ice-cubes,bourbon,grapefruit-juice,honey",40
"ice-cubes,canadian-whisky,triple-sec,bitters,maple-syrup",30
"ice-cubes,gin,dry-vermouth,orange-juice,vermouth-sweet",40
"ice-cubes,gin,grapefruit-juice,yellow-chartreuse",33
"ice-cubes,bourbon,cordial-medoc,sherry",20
"ice-cubes,gin,lemon-juice,swedish-punsch",49
"ice-cubes,gin,triple-sec,grapefruit-juice",30
"ice-cubes,light-rum,tequila,cream,kahlua",20
"ice-cubes,light-rum,lime-cordial,whisky-honey-liqueur-drambuie,orange",20
"ice-cubes,crushed-ice,cognac,simple-syrup,coffee-cold",20
"crushed-ice,absolut-mandrin,tequila,campari,raspberry,lemon",50
"ice-cubes,light-rum,lemon-juice,pineapple-juice",30
"ice-cubes,gin,dry-vermouth,lime-juice,maraschino-berry",20
"ice-cubes,cognac,dry-vermouth,creme-de-menthe-white",20
"ice-cubes,bourbon,light-rum,orange-juice",20
"ice-cubes,bourbon,gin,triple-sec",10
"ice-cubes,bourbon,dark-rum-of-jamaican-type,cream",20
"ice-cubes,bison-grass-flavored-vodka,apple-juice-fresh-pressed,lemon-juice,triple-sec",50
"ice-cubes,absolut-vodka,bourbon,dry-vermouth,bitters,green-olive",20
"crushed-ice,gin,pomegranate-juice,vanilla-syrup,passionfruit,mint-leaf,lime,ginger-beer",40
"ice-cubes,light-rum,lemon-juice,yellow-chartreuse,maraschino-berry",40
"ice-cubes,gin,apricot-brandy,dry-vermouth,lemon-juice,cherry",20
"ice-cubes,gin,light-rum,lemon-juice,maple-syrup",40
"ice-cubes,absolut-vodka,lemon-juice,triple-sec,kahlua,egg-white,simple-syrup,maraschino-berry",30
"ice-cubes,cognac,chocolate-liqueur,cream,simple-syrup,vanilla-syrup,instant-coffee-granule",30
"ice-cubes,egg-yolk,milk,triple-sec,instant-coffee-granule",20
"ice-cubes,light-rum,vermouth-sweet,orange-curacao",20
"sambuca,tequila,hot-sauce",50
"ice-cubes,irish-whiskey,green-chartreuse,green-mint-liqueur",22
"ice-cubes,bourbon,fernet-branca,vermouth-sweet",10
"ice-cubes,bourbon,cherry-liqueur,lime-juice",10
"ice-cubes,cognac,coffee-cold,port-red,egg-white",30
"ice-cubes,cognac,plum-brandy,almond-liqueur,cream",40
"ice-cubes,crushed-ice,dry-vermouth,gin,dubonnet,kummel,maraschino-berry",13
"ice-cubes,gin,simple-syrup,lemon-juice,bitters",40
"ice-cubes,bourbon,overproof-rum,creme-de-menthe-white",20
"ice-cubes,bourbon,dry-vermouth,yellow-chartreuse,triple-sec",20
"ice-cubes,crushed-ice,bourbon,lemon-juice,orange-juice,grape-juice,orange",40
"ice-cubes,bourbon,cognac,orange-flavored-brandy",40
"ice-cubes,absolut-mandrin,lemon-juice,mandarines-liqueur,elderflower-cordial,simple-syrup,orange",40
"ice-cubes,absolut-vodka,pineapple-juice,triple-sec,champagne,maraschino-berry,pineapple",50
"ice-cubes,aged-rum-of-cuban-type,grapefruit-juice,maple-syrup,bitters",50
"ice-cubes,light-rum,lime-juice,orange-curacao",20
"ice-cubes,bourbon,benedictine-dom,lemon-juice",45
"ice-cubes,absolut-raspberri,triple-sec,grape-juice,black-raspberry-liqueur",40
"ice-cubes,bourbon,orange-juice,lemon-juice,simple-syrup,champagne",61
"ice-cubes,dry-vermouth,gin,apricot-brandy,triple-sec,maraschino-berry",30
"ice-cubes,dry-vermouth,gin,apricot-brandy,triple-sec",20
"crushed-ice,aged-rum-of-cuban-type,maraschino-liqueur,lime-juice,simple-syrup,lime",50
"ice-cubes,crushed-ice,absolut-vodka,lemon-juice,simple-syrup,champagne",60
"ice-cubes,light-rum,cognac,gin,orange-juice,lemon-juice,orgeat-almond-syrup,amontillado-sherry,orange",50
"ice-cubes,bourbon,benedictine-dom",50
"ice-cubes,plymouth-fruit-cup,lemonade,ginger-ale,cucumber,lemon,mint-leaf,strawberry",50
"crushed-ice,tequila,lime-juice,triple-sec,lime",56
"ice-cubes,crushed-ice,tequila,blackberry-liqueur,lemon-juice,lemon",30
"ice-cubes,tequila,pineapple-juice,lime-juice,pineapple",30
"ice-cubes,aged-rum-of-cuban-type,vanilla-liqueur,pineapple-juice",30
"ice-cubes,gin,dry-vermouth,lemon-juice,orange-juice,maraschino-berry",10
"ice-cubes,gin,dry-vermouth,orange-juice,vermouth-sweet,orange-bitters,maraschino-berry",20
"ice-cubes,light-rum,apricot-brandy,grape-juice,lime-juice,maraschino-liqueur",33
"ice-cubes,dry-vermouth,gin,cherry-brandy,lemon-juice,simple-syrup,pineapple",30
"ice-cubes,peach-schnapps,orange-juice,peach",44
"ice-cubes,scotch-whisky,milk,simple-syrup",10
"ice-cubes,gin,lemon-juice,simple-syrup,soda-water,lemon",40
"ice-cubes,gin,lemon-juice,simple-syrup,soda-water,lemon",50
"ice-cubes,absolut-vodka,lemon-juice,simple-syrup,ginger-syrup,grenadine,soda-water,lemon",50
"ice-cubes,almond-liqueur,kahlua",40
"ice-cubes,light-rum,lime-juice,simple-syrup,triple-sec,white-cacao-liqueur",30
"ice-cubes,dry-vermouth,gin-old-tom,lemon",32
"ice-cubes,gin,orange-curacao,pineapple-juice,orange-bitters,maraschino-berry",20
"ice-cubes,light-rum,dry-vermouth,swedish-punsch",12
"ice-cubes,light-rum,passionfruit-juice,lemon-juice,lime-juice,maraschino-berry",40
"ice-cubes,bourbon,orange-curacao,vermouth-sweet,maraschino-berry",20
"ice-cubes,gin,dry-vermouth,cherry-liqueur,dubonnet,vermouth-sweet,cherry,orange,raspberry",20
"ice-cubes,genever,orange-juice,lime-juice,bitters,simple-syrup",10
"ice-cubes,irish-whiskey,egg-white,lemon-juice,simple-syrup",20
"cherry-brandy,maraschino-liqueur,champagne",40
"ice-cubes,cream,dark-cacao-liqueur,galliano",40
"ice-cubes,cognac,egg,simple-syrup",30
"ice-cubes,gin,grapefruit-juice,vermouth-sweet,triple-sec,maraschino-berry",22
"ice-cubes,cognac,cherry-brandy,cream,pastis",10
"ice-cubes,scotch-whisky,amaretto,cream",20
"ice-cubes,absolut-vodka,amaretto,cream",30
"ice-cubes,apricot-brandy,gin,calvados,orange-juice,grenadine",30
"ice-cubes,white-wine,pastis",10
"ice-cubes,gin,dry-vermouth,anisette,grenadine",10
"ice-cubes,gin,dry-vermouth,vermouth-sweet,orange-curacao",40
"ice-cubes,gin,dry-vermouth,pastis,mint-leaf",20
"ice-cubes,amaretto,cream,white-cacao-liqueur",47
"ice-cubes,light-rum,orgeat-almond-syrup,pineapple-juice,lemon-juice",40
"ice-cubes,bourbon,pisco,triple-sec,mandarin",10
"ice-cubes,bison-grass-flavored-vodka,apple-juice-fresh-pressed,apple-liqueur,lime-juice,simple-syrup,mint-leaf",52
"ice-cubes,cognac,champagne,bitters,lemon",50
"overproof-rum,cream-liqueur,kahlua",14
"ice-cubes,tequila,lemon-juice,water,bitters",20
"ice-cubes,rye-whiskey,dry-vermouth,orange-juice,triple-sec",20
"ice-cubes,gin,cognac,vermouth-sweet,bitters",30
"ice-cubes,apricot-brandy,gin,lemon-juice",40
"ice-cubes,absolut-citron,dry-vermouth,cinnamon-schnapps-liqueur,lemon,orange",20
"ice-cubes,light-rum,green-chartreuse,vanilla-liqueur,water",15
"ice-cubes,bourbon,dark-rum-of-jamaican-type,orange-juice,lemon-juice,simple-syrup",20
"ice-cubes,absolut-vodka,lemon-juice,simple-syrup,orange-juice,mango",54
"ice-cubes,light-rum,lemon-juice,falernum,orange",30
"ice-cubes,bourbon,lemon-juice,runny-honey",52
"ice-cubes,absolut-vodka,galliano,lemon-juice,strega,mint-leaf",14
"ice-cubes,light-rum,apricot-brandy,gin",20
"ice-cubes,scotch-whisky,orange-curacao,pastis,lemon,maraschino-berry",20
"ice-cubes,dry-vermouth,swedish-punsch,vermouth-sweet",10
"ice-cubes,rye-whiskey,whisky-honey-liqueur-drambuie,lemon-juice,banana-liqueur",10
"ice-cubes,absolut-vodka,banana-liqueur,maraschino-liqueur,lemon-juice,orange-juice",20
"ice-cubes,absolut-vodka,grapefruit-juice",40
"ice-cubes,absolut-citron,melon-liqueur,banana-liqueur,lime-cordial,lemon-lime-soda,lime,melon",12
"ice-cubes,light-rum,elderflower-cordial,grape",20
"ice-cubes,bison-grass-flavored-vodka,apple-juice-fresh-pressed,simple-syrup,cucumber,kiwi",40
"ice-cubes,gin,grapefruit-juice,maraschino-liqueur,simple-syrup",50
"ice-cubes,gin,green-chartreuse,vermouth-sweet",10
"ice-cubes,crushed-ice,absolut-vodka,apple-juice-fresh-pressed,lemon-juice,simple-syrup,kiwi",56
"ice-cubes,light-rum,cranberry-juice,pineapple-juice,banana-liqueur,melon-liqueur,lime-juice",20
"ice-cubes,gin,vermouth-sweet,orange-curacao,orange",22
"ice-cubes,absolut-vodka,galliano,orange-juice",50
"cognac,overproof-rum,tequila,kahlua",20
"ice-cubes,grapefruit-juice,italian-vermouth,campari",40
