players	count	points
Anthony Carter,Chris Andersen,J.R. Smith,Johan Petro,Linas Kleiza	2	4.0
Anthony Carter,Chris Andersen,J.R. Smith,Johan Petro,Ty Lawson	1	6.0
Anthony Carter,Chris Andersen,J.R. Smith,Juwan Howard,Linas Kleiza	1	4.0
Anthony Carter,Chris Andersen,J.R. Smith,Kenyon Martin,Linas Kleiza	20	5.75
Anthony Carter,Chris Andersen,J.R. Smith,Kenyon Martin,Renaldo Balkman	1	6.0
Anthony Carter,Chris Andersen,J.R. Smith,Kenyon Martin,Ty Lawson	5	5.4
Anthony Carter,Chris Andersen,J.R. Smith,Linas Kleiza,Nene Hilario	38	7.7894736842105265
Anthony Carter,Chris Andersen,J.R. Smith,Linas Kleiza,Renaldo Balkman	18	8.444444444444445
Anthony Carter,Chris Andersen,J.R. Smith,Linas Kleiza,Sonny Weems	1	5.0
Anthony Carter,Chris Andersen,J.R. Smith,Nene Hilario,Renaldo Balkman	2	4.0
Anthony Carter,Chris Andersen,J.R. Smith,Nene Hilario,Ty Lawson	9	6.555555555555555
Anthony Carter,Chris Andersen,Linas Kleiza,Renaldo Balkman,Sonny Weems	1	4.0
Anthony Carter,Chucky Atkins,Dahntay Jones,J.R. Smith,Linas Kleiza	1	7.0
Anthony Carter,Chucky Atkins,Dahntay Jones,Linas Kleiza,Renaldo Balkman	2	6.0
Anthony Carter,Chucky Atkins,Eduardo Najera,J.R. Smith,Linas Kleiza	2	7.0
Anthony Carter,Chucky Atkins,Eduardo Najera,Linas Kleiza,Marcus Camby	2	4.5
Anthony Carter,Chucky Atkins,Eduardo Najera,Linas Kleiza,Yakhouba Diawara	1	2.0
Anthony Carter,Chucky Atkins,J.R. Smith,Linas Kleiza,Nene Hilario	1	6.0
Anthony Carter,Chucky Atkins,J.R. Smith,Linas Kleiza,Renaldo Balkman	1	14.0
Anthony Carter,Chucky Atkins,Kenyon Martin,Linas Kleiza,Nene Hilario	1	2.0
Anthony Carter,Chucky Atkins,Linas Kleiza,Steven Hunter,Yakhouba Diawara	1	4.0
Anthony Carter,Dahntay Jones,J.R. Smith,Johan Petro,Linas Kleiza	1	2.0
Anthony Carter,Dahntay Jones,J.R. Smith,Juwan Howard,Nene Hilario	1	4.0
Anthony Carter,Dahntay Jones,J.R. Smith,Kenyon Martin,Linas Kleiza	1	5.0
Anthony Carter,Dahntay Jones,J.R. Smith,Linas Kleiza,Nene Hilario	3	3.3333333333333335
Anthony Carter,Dahntay Jones,J.R. Smith,Linas Kleiza,Renaldo Balkman	2	3.0
Anthony Carter,Dahntay Jones,Jason Hart,Johan Petro,Renaldo Balkman	1	3.0
Anthony Carter,Dahntay Jones,Johan Petro,Linas Kleiza,Renaldo Balkman	1	2.0
Anthony Carter,Dahntay Jones,Johan Petro,Renaldo Balkman,Sonny Weems	1	2.0
Anthony Carter,Dahntay Jones,Linas Kleiza,Nene Hilario,Renaldo Balkman	1	6.0
Anthony Carter,DerMarr Johnson,J.R. Smith,Jamal Sampson,Reggie Evans	1	18.0
Anthony Carter,DerMarr Johnson,J.R. Smith,Jamal Sampson,Yakhouba Diawara	1	8.0
Anthony Carter,DerMarr Johnson,J.R. Smith,Linas Kleiza,Reggie Evans	1	11.0
Anthony Carter,DerMarr Johnson,Jamal Sampson,Linas Kleiza,Yakhouba Diawara	1	7.0
Anthony Carter,Eduardo Najera,J.R. Smith,Kenyon Martin,Linas Kleiza	4	3.25
Anthony Carter,Eduardo Najera,J.R. Smith,Linas Kleiza,Marcus Camby	2	2.0
Anthony Carter,Eduardo Najera,J.R. Smith,Linas Kleiza,Yakhouba Diawara	3	5.333333333333333
Anthony Carter,Eduardo Najera,J.R. Smith,Marcus Camby,Yakhouba Diawara	1	3.0
Anthony Carter,Eduardo Najera,J.R. Smith,Nene Hilario,Von Wafer	1	6.0
Anthony Carter,Eduardo Najera,J.R. Smith,Reggie Evans,Steve Blake	1	3.0
Anthony Carter,Eduardo Najera,Linas Kleiza,Steven Hunter,Von Wafer	1	2.0
Anthony Carter,J.R. Smith,Joey Graham,Johan Petro,Malik Allen	4	3.5
Anthony Carter,J.R. Smith,Joey Graham,Kenyon Martin,Malik Allen	1	2.0
Anthony Carter,J.R. Smith,Joey Graham,Kenyon Martin,Nene Hilario	2	4.0
Anthony Carter,J.R. Smith,Joey Graham,Malik Allen,Nene Hilario	3	5.666666666666667
Anthony Carter,J.R. Smith,Johan Petro,Kenyon Martin,Linas Kleiza	1	4.0
Anthony Carter,J.R. Smith,Johan Petro,Linas Kleiza,Nene Hilario	1	2.0
Anthony Carter,J.R. Smith,Juwan Howard,Linas Kleiza,Nene Hilario	2	2.5
Anthony Carter,J.R. Smith,Kenyon Martin,Linas Kleiza,Marcus Camby	1	6.0
Anthony Carter,J.R. Smith,Kenyon Martin,Linas Kleiza,Nene Hilario	6	3.3333333333333335
Anthony Carter,J.R. Smith,Kenyon Martin,Linas Kleiza,Renaldo Balkman	6	6.833333333333333
Anthony Carter,J.R. Smith,Kenyon Martin,Malik Allen,Ty Lawson	2	4.5
Anthony Carter,J.R. Smith,Kenyon Martin,Nene Hilario,Ty Lawson	1	6.0
Anthony Carter,J.R. Smith,Linas Kleiza,Marcus Camby,Yakhouba Diawara	1	7.0
Anthony Carter,J.R. Smith,Linas Kleiza,Nene Hilario,Renaldo Balkman	14	6.0
Anthony Carter,J.R. Smith,Linas Kleiza,Reggie Evans,Steve Blake	1	2.0
Anthony Carter,J.R. Smith,Linas Kleiza,Reggie Evans,Yakhouba Diawara	1	3.0
Anthony Carter,J.R. Smith,Linas Kleiza,Steven Hunter,Von Wafer	1	2.0
Anthony Carter,J.R. Smith,Linas Kleiza,Steven Hunter,Yakhouba Diawara	1	2.0
Anthony Carter,J.R. Smith,Malik Allen,Nene Hilario,Ty Lawson	2	4.0
Anthony Carter,J.R. Smith,Steven Hunter,Taurean Green,Yakhouba Diawara	1	15.0
Anthony Carter,Jason Hart,Johan Petro,Linas Kleiza,Renaldo Balkman	1	2.0
Anthony Carter,Joey Graham,Johan Petro,Malik Allen,Renaldo Balkman	1	6.0
Anthony Carter,Joey Graham,Johan Petro,Malik Allen,Ty Lawson	2	14.5
Anthony Carter,Johan Petro,Linas Kleiza,Renaldo Balkman,Sonny Weems	2	6.0
Anthony Carter,Kenyon Martin,Linas Kleiza,Marcus Camby,Yakhouba Diawara	1	8.0
Anthony Carter,Linas Kleiza,Reggie Evans,Steve Blake,Yakhouba Diawara	1	7.0
Anthony Carter,Linas Kleiza,Steven Hunter,Von Wafer,Yakhouba Diawara	1	10.0
Anthony Johnson,Austin Croshere,DJ Mbenga,Devean George,Jerry Stackhouse	1	14.0
Anthony Johnson,Austin Croshere,DJ Mbenga,Devean George,Maurice Ager	1	2.0
Anthony Johnson,Austin Croshere,DJ Mbenga,Greg Buckner,Jose Juan Barea	1	8.0
Anthony Johnson,Austin Croshere,DeSagana Diop,Devean George,Greg Buckner	3	6.666666666666667
Anthony Johnson,Austin Croshere,DeSagana Diop,Devean George,Jason Terry	2	2.0
Anthony Johnson,Austin Croshere,DeSagana Diop,Devean George,Jerry Stackhouse	1	4.0
Anthony Johnson,Austin Croshere,DeSagana Diop,Greg Buckner,Jason Terry	5	4.4
Anthony Johnson,Austin Croshere,DeSagana Diop,Greg Buckner,Jerry Stackhouse	1	4.0
Anthony Johnson,Austin Croshere,DeSagana Diop,Greg Buckner,Jose Juan Barea	1	2.0
Anthony Johnson,Austin Croshere,DeSagana Diop,Greg Buckner,Josh Howard	1	4.0
Anthony Johnson,Austin Croshere,DeSagana Diop,Greg Buckner,Maurice Ager	3	2.6666666666666665
Anthony Johnson,Austin Croshere,DeSagana Diop,Jason Terry,Jerry Stackhouse	4	4.0
Anthony Johnson,Austin Croshere,DeSagana Diop,Jason Terry,Josh Howard	2	4.0
Anthony Johnson,Austin Croshere,DeSagana Diop,Jerry Stackhouse,Josh Howard	2	2.0
Anthony Johnson,Austin Croshere,Devean George,Dirk Nowitzki,Jerry Stackhouse	1	4.0
Anthony Johnson,Austin Croshere,Devean George,Erick Dampier,Jason Terry	2	3.0
Anthony Johnson,Austin Croshere,Devean George,Greg Buckner,Maurice Ager	1	6.0
Anthony Johnson,Austin Croshere,Devin Harris,Erick Dampier,Greg Buckner	1	5.0
Anthony Johnson,Austin Croshere,Devin Harris,Erick Dampier,Jerry Stackhouse	1	14.0
Anthony Johnson,Austin Croshere,Dirk Nowitzki,Jason Terry,Jerry Stackhouse	2	6.0
Anthony Johnson,Austin Croshere,Dirk Nowitzki,Jason Terry,Maurice Ager	1	2.0
Anthony Johnson,Austin Croshere,Dirk Nowitzki,Jerry Stackhouse,Josh Howard	1	2.0
Anthony Johnson,Austin Croshere,Erick Dampier,Greg Buckner,Jason Terry	2	9.5
Anthony Johnson,Austin Croshere,Erick Dampier,Greg Buckner,Jerry Stackhouse	1	2.0
Anthony Johnson,Austin Croshere,Erick Dampier,Jason Terry,Jerry Stackhouse	5	3.6
Anthony Johnson,Austin Croshere,Erick Dampier,Jason Terry,Josh Howard	1	2.0
Anthony Johnson,Austin Croshere,Erick Dampier,Jerry Stackhouse,Josh Howard	2	4.0
Anthony Johnson,Beno Udrih,Francisco Garcia,Kevin Martin,Ron Artest	1	2.0
Anthony Johnson,Beno Udrih,Quincy Douby,Shelden Williams,Spencer Hawes	1	2.0
Anthony Johnson,Brad Miller,Francisco Garcia,John Salmons,Ron Artest	6	4.666666666666667
Anthony Johnson,Brad Miller,Francisco Garcia,John Salmons,Spencer Hawes	1	2.0
Anthony Johnson,Brad Miller,Francisco Garcia,Kevin Martin,Mikki Moore	4	3.75
Anthony Johnson,Brad Miller,Francisco Garcia,Kevin Martin,Ron Artest	4	4.75
Anthony Johnson,Brad Miller,Francisco Garcia,Kevin Martin,Spencer Hawes	1	3.0
Anthony Johnson,Brad Miller,Francisco Garcia,Mikki Moore,Ron Artest	1	3.0
Anthony Johnson,Brad Miller,Francisco Garcia,Quincy Douby,Spencer Hawes	1	4.0
Anthony Johnson,Brad Miller,John Salmons,Kevin Martin,Ron Artest	2	7.5
Anthony Johnson,Brad Miller,John Salmons,Kevin Martin,Shelden Williams	1	6.0
Anthony Johnson,Brad Miller,John Salmons,Kevin Martin,Spencer Hawes	1	2.0
Anthony Johnson,Brad Miller,Kevin Martin,Mikki Moore,Ron Artest	8	27.125
Anthony Johnson,Brad Miller,Kevin Martin,Quincy Douby,Ron Artest	1	2.0
Anthony Johnson,Brandon Bass,Dwight Howard,J.J. Redick,Jameer Nelson	1	3.0
Anthony Johnson,Brandon Bass,Dwight Howard,J.J. Redick,Mickael Pietrus	1	5.0
Anthony Johnson,Brandon Bass,Dwight Howard,J.J. Redick,Vince Carter	1	4.0
Anthony Johnson,Brandon Bass,Dwight Howard,Matt Barnes,Vince Carter	1	7.0
Anthony Johnson,Brandon Bass,Dwight Howard,Rashard Lewis,Vince Carter	1	6.0
Anthony Johnson,Brandon Bass,J.J. Redick,Jason Williams,Marcin Gortat	2	8.0
Anthony Johnson,Brandon Bass,J.J. Redick,Marcin Gortat,Matt Barnes	2	15.5
Anthony Johnson,Brandon Bass,J.J. Redick,Marcin Gortat,Mickael Pietrus	2	12.0
Anthony Johnson,Brandon Bass,J.J. Redick,Marcin Gortat,Ryan Anderson	2	8.0
Anthony Johnson,Brandon Bass,J.J. Redick,Marcin Gortat,Vince Carter	1	4.0
Anthony Johnson,Brandon Bass,J.J. Redick,Matt Barnes,Rashard Lewis	2	5.0
Anthony Johnson,Brandon Bass,J.J. Redick,Matt Barnes,Ryan Anderson	1	10.0
Anthony Johnson,Brandon Bass,J.J. Redick,Mickael Pietrus,Ryan Anderson	1	4.0
Anthony Johnson,Brandon Bass,J.J. Redick,Ryan Anderson,Vince Carter	1	4.0
Anthony Johnson,Brandon Bass,Jameer Nelson,Marcin Gortat,Matt Barnes	1	7.0
Anthony Johnson,Brandon Bass,Jason Williams,Marcin Gortat,Matt Barnes	1	9.0
Anthony Johnson,Brandon Bass,Jason Williams,Marcin Gortat,Mickael Pietrus	1	2.0
Anthony Johnson,Brandon Bass,Marcin Gortat,Matt Barnes,Mickael Pietrus	2	11.5
Anthony Johnson,Brandon Bass,Marcin Gortat,Matt Barnes,Vince Carter	1	11.0
Anthony Johnson,Brandon Bass,Matt Barnes,Rashard Lewis,Vince Carter	1	8.0
Anthony Johnson,Brandon Bass,Matt Barnes,Ryan Anderson,Vince Carter	1	8.0
Anthony Johnson,Brian Cook,Courtney Lee,Dwight Howard,Hedo Turkoglu	3	5.0
Anthony Johnson,Brian Cook,Courtney Lee,Dwight Howard,Keith Bogans	1	4.0
Anthony Johnson,Brian Cook,Courtney Lee,Dwight Howard,Rashard Lewis	2	3.0
Anthony Johnson,Brian Cook,Courtney Lee,Hedo Turkoglu,Marcin Gortat	2	6.0
Anthony Johnson,Brian Cook,Courtney Lee,Hedo Turkoglu,Tony Battie	2	6.5
Anthony Johnson,Brian Cook,Courtney Lee,J.J. Redick,Marcin Gortat	1	6.0
Anthony Johnson,Brian Cook,Courtney Lee,Marcin Gortat,Rashard Lewis	1	2.0
Anthony Johnson,Brian Cook,Courtney Lee,Mickael Pietrus,Tony Battie	1	4.0
Anthony Johnson,Brian Cook,Courtney Lee,Rashard Lewis,Tony Battie	2	2.5
Anthony Johnson,Brian Cook,Dwight Howard,Hedo Turkoglu,J.J. Redick	1	3.0
Anthony Johnson,Brian Cook,Dwight Howard,Hedo Turkoglu,Keith Bogans	1	3.0
Anthony Johnson,Brian Cook,Hedo Turkoglu,Keith Bogans,Marcin Gortat	1	2.0
Anthony Johnson,Brian Cook,J.J. Redick,Keith Bogans,Marcin Gortat	1	4.0
Anthony Johnson,Brian Cook,Jeremy Richardson,Keith Bogans,Marcin Gortat	1	14.0
Anthony Johnson,Courtney Lee,Dwight Howard,Hedo Turkoglu,J.J. Redick	3	7.666666666666667
Anthony Johnson,Courtney Lee,Dwight Howard,Hedo Turkoglu,Keith Bogans	2	2.0
Anthony Johnson,Courtney Lee,Dwight Howard,Hedo Turkoglu,Mickael Pietrus	1	4.0
Anthony Johnson,Courtney Lee,Dwight Howard,Hedo Turkoglu,Rashard Lewis	23	9.0
Anthony Johnson,Courtney Lee,Dwight Howard,Hedo Turkoglu,Tony Battie	10	4.2
Anthony Johnson,Courtney Lee,Dwight Howard,J.J. Redick,Rashard Lewis	11	4.545454545454546
Anthony Johnson,Courtney Lee,Dwight Howard,J.J. Redick,Tony Battie	2	8.0
Anthony Johnson,Courtney Lee,Dwight Howard,Keith Bogans,Rashard Lewis	6	5.5
Anthony Johnson,Courtney Lee,Dwight Howard,Mickael Pietrus,Rashard Lewis	18	5.888888888888889
Anthony Johnson,Courtney Lee,Dwight Howard,Mickael Pietrus,Tony Battie	9	6.0
Anthony Johnson,Courtney Lee,Dwight Howard,Rashard Lewis,Tony Battie	5	5.4
Anthony Johnson,Courtney Lee,Hedo Turkoglu,J.J. Redick,Marcin Gortat	3	6.0
Anthony Johnson,Courtney Lee,Hedo Turkoglu,J.J. Redick,Tony Battie	1	8.0
Anthony Johnson,Courtney Lee,Hedo Turkoglu,Keith Bogans,Marcin Gortat	1	18.0
Anthony Johnson,Courtney Lee,Hedo Turkoglu,Marcin Gortat,Mickael Pietrus	5	3.4
Anthony Johnson,Courtney Lee,Hedo Turkoglu,Marcin Gortat,Rashard Lewis	9	3.6666666666666665
Anthony Johnson,Courtney Lee,Hedo Turkoglu,Marcin Gortat,Tony Battie	5	5.0
Anthony Johnson,Courtney Lee,Hedo Turkoglu,Mickael Pietrus,Tony Battie	1	9.0
Anthony Johnson,Courtney Lee,Hedo Turkoglu,Rashard Lewis,Tony Battie	6	4.333333333333333
Anthony Johnson,Courtney Lee,J.J. Redick,Marcin Gortat,Rashard Lewis	5	6.0
Anthony Johnson,Courtney Lee,Keith Bogans,Marcin Gortat,Mickael Pietrus	1	4.0
Anthony Johnson,Courtney Lee,Keith Bogans,Marcin Gortat,Rashard Lewis	1	2.0
Anthony Johnson,Courtney Lee,Keith Bogans,Rashard Lewis,Tony Battie	7	5.0
Anthony Johnson,Courtney Lee,Marcin Gortat,Mickael Pietrus,Rashard Lewis	3	4.0
Anthony Johnson,Courtney Lee,Marcin Gortat,Mickael Pietrus,Tony Battie	2	7.0
Anthony Johnson,Courtney Lee,Marcin Gortat,Rashard Lewis,Tony Battie	2	3.0
Anthony Johnson,Courtney Lee,Mickael Pietrus,Rashard Lewis,Tony Battie	4	5.5
Anthony Johnson,DJ Mbenga,Devean George,Dirk Nowitzki,Jerry Stackhouse	1	2.0
Anthony Johnson,DJ Mbenga,Devean George,Greg Buckner,Maurice Ager	1	2.0
Anthony Johnson,DJ Mbenga,Devean George,Jerry Stackhouse,Josh Howard	1	7.0
Anthony Johnson,DJ Mbenga,Devean George,Josh Howard,Maurice Ager	2	2.0
Anthony Johnson,DJ Mbenga,Dirk Nowitzki,Greg Buckner,Jason Terry	1	4.0
Anthony Johnson,DJ Mbenga,Dirk Nowitzki,Greg Buckner,Jerry Stackhouse	2	2.0
Anthony Johnson,DJ Mbenga,Dirk Nowitzki,Jason Terry,Jerry Stackhouse	1	2.0
Anthony Johnson,DJ Mbenga,Dirk Nowitzki,Jason Terry,Josh Howard	1	2.0
Anthony Johnson,DJ Mbenga,Erick Dampier,Greg Buckner,Maurice Ager	1	5.0
Anthony Johnson,DeSagana Diop,Devean George,Devin Harris,Dirk Nowitzki	1	2.0
Anthony Johnson,DeSagana Diop,Devean George,Dirk Nowitzki,Greg Buckner	4	3.5
Anthony Johnson,DeSagana Diop,Devean George,Dirk Nowitzki,Jason Terry	2	3.5
Anthony Johnson,DeSagana Diop,Devean George,Dirk Nowitzki,Jerry Stackhouse	1	2.0
Anthony Johnson,DeSagana Diop,Devean George,Dirk Nowitzki,Josh Howard	2	2.0
Anthony Johnson,DeSagana Diop,Devean George,Dirk Nowitzki,Maurice Ager	1	2.0
Anthony Johnson,DeSagana Diop,Devean George,Greg Buckner,Jason Terry	3	5.333333333333333
Anthony Johnson,DeSagana Diop,Devean George,Greg Buckner,Jerry Stackhouse	2	7.0
Anthony Johnson,DeSagana Diop,Devean George,Greg Buckner,Josh Howard	3	4.0
Anthony Johnson,DeSagana Diop,Devean George,Jason Terry,Jerry Stackhouse	5	5.2
Anthony Johnson,DeSagana Diop,Devean George,Jason Terry,Josh Howard	4	4.0
Anthony Johnson,DeSagana Diop,Devean George,Jerry Stackhouse,Josh Howard	3	5.333333333333333
Anthony Johnson,DeSagana Diop,Dirk Nowitzki,Greg Buckner,Jason Terry	7	4.0
Anthony Johnson,DeSagana Diop,Dirk Nowitzki,Greg Buckner,Jerry Stackhouse	5	2.4
Anthony Johnson,DeSagana Diop,Dirk Nowitzki,Greg Buckner,Josh Howard	1	2.0
Anthony Johnson,DeSagana Diop,Dirk Nowitzki,Greg Buckner,Maurice Ager	2	6.0
Anthony Johnson,DeSagana Diop,Dirk Nowitzki,Jason Terry,Jerry Stackhouse	5	4.8
Anthony Johnson,DeSagana Diop,Dirk Nowitzki,Jason Terry,Josh Howard	3	4.0
Anthony Johnson,DeSagana Diop,Dirk Nowitzki,Jerry Stackhouse,Josh Howard	6	3.8333333333333335
Anthony Johnson,DeSagana Diop,Greg Buckner,Jason Terry,Jerry Stackhouse	1	4.0
Anthony Johnson,DeSagana Diop,Greg Buckner,Jason Terry,Josh Howard	1	2.0
Anthony Johnson,DeSagana Diop,Greg Buckner,Jerry Stackhouse,Josh Howard	1	10.0
Anthony Johnson,DeSagana Diop,Jason Terry,Jerry Stackhouse,Josh Howard	1	2.0
Anthony Johnson,Devean George,Devin Harris,Dirk Nowitzki,Jason Terry	2	2.0
Anthony Johnson,Devean George,Dirk Nowitzki,Erick Dampier,Greg Buckner	1	2.0
Anthony Johnson,Devean George,Dirk Nowitzki,Erick Dampier,Jason Terry	1	2.0
Anthony Johnson,Devean George,Dirk Nowitzki,Erick Dampier,Jerry Stackhouse	1	2.0
Anthony Johnson,Devean George,Dirk Nowitzki,Erick Dampier,Josh Howard	1	4.0
Anthony Johnson,Devean George,Dirk Nowitzki,Greg Buckner,Jason Terry	1	6.0
Anthony Johnson,Devean George,Dirk Nowitzki,Greg Buckner,Jerry Stackhouse	2	3.0
Anthony Johnson,Devean George,Dirk Nowitzki,Jason Terry,Jerry Stackhouse	1	2.0
Anthony Johnson,Devean George,Dirk Nowitzki,Jason Terry,Josh Howard	1	8.0
Anthony Johnson,Devean George,Erick Dampier,Greg Buckner,Jason Terry	1	4.0
Anthony Johnson,Devean George,Erick Dampier,Jason Terry,Jerry Stackhouse	2	4.0
Anthony Johnson,Devean George,Erick Dampier,Jason Terry,Josh Howard	1	2.0
Anthony Johnson,Devean George,Erick Dampier,Jerry Stackhouse,Josh Howard	1	6.0
Anthony Johnson,Devin Harris,Dirk Nowitzki,Greg Buckner,Jason Terry	1	2.0
Anthony Johnson,Devin Harris,Dirk Nowitzki,Greg Buckner,Jerry Stackhouse	1	9.0
Anthony Johnson,Dirk Nowitzki,Erick Dampier,Greg Buckner,Jason Terry	7	3.5714285714285716
Anthony Johnson,Dirk Nowitzki,Erick Dampier,Greg Buckner,Jerry Stackhouse	1	6.0
Anthony Johnson,Dirk Nowitzki,Erick Dampier,Greg Buckner,Josh Howard	1	4.0
Anthony Johnson,Dirk Nowitzki,Erick Dampier,Jason Terry,Jerry Stackhouse	5	2.8
Anthony Johnson,Dirk Nowitzki,Erick Dampier,Jason Terry,Josh Howard	3	3.3333333333333335
Anthony Johnson,Dirk Nowitzki,Erick Dampier,Jerry Stackhouse,Josh Howard	8	4.125
Anthony Johnson,Dirk Nowitzki,Greg Buckner,Jason Terry,Jerry Stackhouse	2	3.5
Anthony Johnson,Dirk Nowitzki,Greg Buckner,Jerry Stackhouse,Josh Howard	1	8.0
Anthony Johnson,Dirk Nowitzki,Jason Terry,Jerry Stackhouse,Josh Howard	2	5.0
Anthony Johnson,Dwight Howard,Hedo Turkoglu,J.J. Redick,Keith Bogans	3	3.3333333333333335
Anthony Johnson,Dwight Howard,Hedo Turkoglu,J.J. Redick,Marcin Gortat	1	4.0
Anthony Johnson,Dwight Howard,Hedo Turkoglu,J.J. Redick,Mickael Pietrus	4	4.5
Anthony Johnson,Dwight Howard,Hedo Turkoglu,J.J. Redick,Rashard Lewis	15	6.666666666666667
Anthony Johnson,Dwight Howard,Hedo Turkoglu,J.J. Redick,Tony Battie	15	6.066666666666666
Anthony Johnson,Dwight Howard,Hedo Turkoglu,Keith Bogans,Mickael Pietrus	1	9.0
Anthony Johnson,Dwight Howard,Hedo Turkoglu,Keith Bogans,Rashard Lewis	5	7.2
Anthony Johnson,Dwight Howard,Hedo Turkoglu,Keith Bogans,Tony Battie	5	4.2
Anthony Johnson,Dwight Howard,Hedo Turkoglu,Mickael Pietrus,Rashard Lewis	19	12.31578947368421
Anthony Johnson,Dwight Howard,Hedo Turkoglu,Mickael Pietrus,Tony Battie	16	4.0
Anthony Johnson,Dwight Howard,J.J. Redick,Jameer Nelson,Ryan Anderson	1	2.0
Anthony Johnson,Dwight Howard,J.J. Redick,Jason Williams,Ryan Anderson	1	3.0
Anthony Johnson,Dwight Howard,J.J. Redick,Marcin Gortat,Mickael Pietrus	2	12.0
Anthony Johnson,Dwight Howard,J.J. Redick,Matt Barnes,Mickael Pietrus	1	7.0
Anthony Johnson,Dwight Howard,J.J. Redick,Matt Barnes,Rashard Lewis	6	4.666666666666667
Anthony Johnson,Dwight Howard,J.J. Redick,Matt Barnes,Ryan Anderson	8	6.375
Anthony Johnson,Dwight Howard,J.J. Redick,Matt Barnes,Vince Carter	1	6.0
Anthony Johnson,Dwight Howard,J.J. Redick,Mickael Pietrus,Rashard Lewis	12	5.666666666666667
Anthony Johnson,Dwight Howard,J.J. Redick,Mickael Pietrus,Ryan Anderson	4	4.25
Anthony Johnson,Dwight Howard,J.J. Redick,Mickael Pietrus,Tony Battie	9	8.0
Anthony Johnson,Dwight Howard,J.J. Redick,Rashard Lewis,Tony Battie	4	6.5
Anthony Johnson,Dwight Howard,J.J. Redick,Rashard Lewis,Vince Carter	5	6.8
Anthony Johnson,Dwight Howard,J.J. Redick,Ryan Anderson,Vince Carter	4	6.25
Anthony Johnson,Dwight Howard,Jameer Nelson,Matt Barnes,Ryan Anderson	1	2.0
Anthony Johnson,Dwight Howard,Keith Bogans,Mickael Pietrus,Rashard Lewis	5	5.6
Anthony Johnson,Dwight Howard,Keith Bogans,Mickael Pietrus,Tony Battie	2	3.5
Anthony Johnson,Dwight Howard,Keith Bogans,Rashard Lewis,Tony Battie	1	4.0
Anthony Johnson,Dwight Howard,Matt Barnes,Mickael Pietrus,Rashard Lewis	2	3.5
Anthony Johnson,Dwight Howard,Matt Barnes,Mickael Pietrus,Ryan Anderson	1	2.0
Anthony Johnson,Dwight Howard,Matt Barnes,Rashard Lewis,Ryan Anderson	1	7.0
Anthony Johnson,Dwight Howard,Matt Barnes,Rashard Lewis,Vince Carter	6	8.5
Anthony Johnson,Dwight Howard,Matt Barnes,Ryan Anderson,Vince Carter	1	3.0
Anthony Johnson,Dwight Howard,Mickael Pietrus,Rashard Lewis,Tony Battie	2	3.0
Anthony Johnson,Dwight Howard,Mickael Pietrus,Rashard Lewis,Vince Carter	3	7.333333333333333
Anthony Johnson,Dwight Howard,Mickael Pietrus,Ryan Anderson,Vince Carter	3	4.0
Anthony Johnson,Dwight Howard,Rashard Lewis,Ryan Anderson,Vince Carter	1	7.0
Anthony Johnson,Erick Dampier,Greg Buckner,Jerry Stackhouse,Josh Howard	3	5.333333333333333
Anthony Johnson,Erick Dampier,Jason Terry,Jerry Stackhouse,Josh Howard	1	2.0
Anthony Johnson,Esteban Batista,Josh Childress,Josh Smith,Marvin Williams	1	11.0
Anthony Johnson,Esteban Batista,Josh Smith,Marvin Williams,Salim Stoudamire	1	8.0
Anthony Johnson,Esteban Batista,Josh Smith,Royal Ivey,Shelden Williams	1	8.0
Anthony Johnson,Esteban Batista,Josh Smith,Royal Ivey,Solomon Jones	1	2.0
Anthony Johnson,Esteban Batista,Marvin Williams,Royal Ivey,Shelden Williams	2	5.0
Anthony Johnson,Francisco Garcia,John Salmons,Kevin Martin,Mikki Moore	1	2.0
Anthony Johnson,Francisco Garcia,John Salmons,Kevin Martin,Ron Artest	1	2.0
Anthony Johnson,Francisco Garcia,John Salmons,Kevin Martin,Shelden Williams	1	7.0
Anthony Johnson,Francisco Garcia,John Salmons,Kevin Martin,Spencer Hawes	1	2.0
Anthony Johnson,Francisco Garcia,John Salmons,Mikki Moore,Shelden Williams	1	2.0
Anthony Johnson,Francisco Garcia,John Salmons,Mikki Moore,Spencer Hawes	6	5.0
Anthony Johnson,Francisco Garcia,John Salmons,Quincy Douby,Shelden Williams	1	2.0
Anthony Johnson,Francisco Garcia,John Salmons,Ron Artest,Shelden Williams	1	2.0
Anthony Johnson,Francisco Garcia,John Salmons,Ron Artest,Spencer Hawes	4	4.75
Anthony Johnson,Francisco Garcia,John Salmons,Shelden Williams,Spencer Hawes	5	6.6
Anthony Johnson,Francisco Garcia,Kevin Martin,Mikki Moore,Ron Artest	2	4.5
Anthony Johnson,Francisco Garcia,Kevin Martin,Mikki Moore,Spencer Hawes	2	10.5
Anthony Johnson,Francisco Garcia,Kevin Martin,Quincy Douby,Spencer Hawes	1	2.0
Anthony Johnson,Francisco Garcia,Kevin Martin,Ron Artest,Spencer Hawes	1	4.0
Anthony Johnson,Francisco Garcia,Kevin Martin,Shelden Williams,Spencer Hawes	1	5.0
Anthony Johnson,Francisco Garcia,Mikki Moore,Quincy Douby,Spencer Hawes	1	7.0
Anthony Johnson,Francisco Garcia,Quincy Douby,Shelden Williams,Spencer Hawes	4	4.5
