players	count	points
Craig Smith,Kevin Love,Kevin Ollie,Ryan Gomes,Sebastian Telfair	3	3.6666666666666665
Craig Smith,Kevin Love,Mike Miller,Randy Foye,Rashad McCants	2	6.0
Craig Smith,Kevin Love,Mike Miller,Randy Foye,Rodney Carney	2	4.0
Craig Smith,Kevin Love,Mike Miller,Randy Foye,Ryan Gomes	5	4.8
Craig Smith,Kevin Love,Mike Miller,Randy Foye,Sebastian Telfair	1	4.0
Craig Smith,Kevin Love,Mike Miller,Rashad McCants,Sebastian Telfair	2	4.5
Craig Smith,Kevin Love,Mike Miller,Rodney Carney,Sebastian Telfair	4	7.25
Craig Smith,Kevin Love,Mike Miller,Ryan Gomes,Sebastian Telfair	8	6.75
Craig Smith,Kevin Love,Randy Foye,Rashad McCants,Rodney Carney	1	4.0
Craig Smith,Kevin Love,Randy Foye,Rashad McCants,Ryan Gomes	1	5.0
Craig Smith,Kevin Love,Randy Foye,Rashad McCants,Sebastian Telfair	1	5.0
Craig Smith,Kevin Love,Randy Foye,Rodney Carney,Sebastian Telfair	1	2.0
Craig Smith,Kevin Love,Randy Foye,Ryan Gomes,Sebastian Telfair	3	3.3333333333333335
Craig Smith,Kevin Love,Rashad McCants,Rodney Carney,Sebastian Telfair	3	5.0
Craig Smith,Kevin Love,Rashad McCants,Ryan Gomes,Sebastian Telfair	1	6.0
Craig Smith,Kevin Love,Rodney Carney,Ryan Gomes,Sebastian Telfair	3	2.6666666666666665
Craig Smith,Kevin Ollie,Mark Madsen,Randy Foye,Ryan Gomes	1	2.0
Craig Smith,Kevin Ollie,Mike Miller,Randy Foye,Ryan Gomes	2	3.0
Craig Smith,Kevin Ollie,Mike Miller,Rashad McCants,Ryan Gomes	1	2.0
Craig Smith,Kevin Ollie,Mike Miller,Sebastian Telfair,Shelden Williams	1	2.0
Craig Smith,Kevin Ollie,Randy Foye,Rashad McCants,Ryan Gomes	1	5.0
Craig Smith,Kevin Ollie,Randy Foye,Rodney Carney,Ryan Gomes	2	3.0
Craig Smith,Kevin Ollie,Ryan Gomes,Sebastian Telfair,Shelden Williams	1	4.0
Craig Smith,Kirk Snyder,Marko Jaric,Michael Doleac,Randy Foye	1	2.0
Craig Smith,Kirk Snyder,Marko Jaric,Michael Doleac,Rashad McCants	1	5.0
Craig Smith,Kirk Snyder,Marko Jaric,Rashad McCants,Ryan Gomes	2	3.5
Craig Smith,Kirk Snyder,Marko Jaric,Rashad McCants,Theo Ratliff	1	10.0
Craig Smith,Kirk Snyder,Michael Doleac,Randy Foye,Sebastian Telfair	1	2.0
Craig Smith,Kirk Snyder,Randy Foye,Rashad McCants,Ryan Gomes	3	11.0
Craig Smith,Kirk Snyder,Rashad McCants,Sebastian Telfair,Theo Ratliff	1	3.0
Craig Smith,Marcus Camby,Mardy Collins,Rasual Butler,Ricky Davis	1	2.0
Craig Smith,Marcus Camby,Rasual Butler,Ricky Davis,Sebastian Telfair	2	5.5
Craig Smith,Marcus Camby,Rasual Butler,Sebastian Telfair,Steve Novak	1	3.0
Craig Smith,Mardy Collins,Rasual Butler,Ricky Davis,Sebastian Telfair	1	2.0
Craig Smith,Mardy Collins,Rasual Butler,Ricky Davis,Steve Novak	1	2.0
Craig Smith,Mardy Collins,Ricky Davis,Sebastian Telfair,Steve Novak	3	7.666666666666667
Craig Smith,Mark Blount,Marko Jaric,Mike James,Randy Foye	4	3.5
Craig Smith,Mark Blount,Marko Jaric,Mike James,Rashad McCants	1	2.0
Craig Smith,Mark Blount,Marko Jaric,Mike James,Ricky Davis	6	7.666666666666667
Craig Smith,Mark Blount,Marko Jaric,Mike James,Trenton Hassell	2	2.0
Craig Smith,Mark Blount,Marko Jaric,Randy Foye,Rashad McCants	2	3.5
Craig Smith,Mark Blount,Marko Jaric,Randy Foye,Ricky Davis	19	6.473684210526316
Craig Smith,Mark Blount,Marko Jaric,Randy Foye,Trenton Hassell	3	5.0
Craig Smith,Mark Blount,Marko Jaric,Randy Foye,Troy Hudson	4	5.75
Craig Smith,Mark Blount,Marko Jaric,Ricky Davis,Troy Hudson	7	7.571428571428571
Craig Smith,Mark Blount,Mike James,Randy Foye,Ricky Davis	4	3.75
Craig Smith,Mark Blount,Mike James,Randy Foye,Trenton Hassell	3	5.0
Craig Smith,Mark Blount,Mike James,Rashad McCants,Ricky Davis	2	7.0
Craig Smith,Mark Blount,Mike James,Ricky Davis,Trenton Hassell	4	7.25
Craig Smith,Mark Blount,Randy Foye,Rashad McCants,Ricky Davis	6	4.833333333333333
Craig Smith,Mark Blount,Randy Foye,Rashad McCants,Trenton Hassell	3	6.333333333333333
Craig Smith,Mark Blount,Randy Foye,Ricky Davis,Trenton Hassell	12	7.75
Craig Smith,Mark Blount,Randy Foye,Trenton Hassell,Troy Hudson	1	2.0
Craig Smith,Mark Madsen,Marko Jaric,Mike James,Randy Foye	1	6.0
Craig Smith,Mark Madsen,Marko Jaric,Mike James,Rashad McCants	3	2.0
Craig Smith,Mark Madsen,Marko Jaric,Mike James,Ricky Davis	3	5.333333333333333
Craig Smith,Mark Madsen,Marko Jaric,Mike James,Trenton Hassell	1	2.0
Craig Smith,Mark Madsen,Marko Jaric,Randy Foye,Rashad McCants	2	5.0
Craig Smith,Mark Madsen,Marko Jaric,Randy Foye,Ricky Davis	7	4.571428571428571
Craig Smith,Mark Madsen,Marko Jaric,Randy Foye,Trenton Hassell	3	5.666666666666667
Craig Smith,Mark Madsen,Marko Jaric,Randy Foye,Troy Hudson	2	3.0
Craig Smith,Mark Madsen,Marko Jaric,Ricky Davis,Troy Hudson	2	9.0
Craig Smith,Mark Madsen,Mike James,Randy Foye,Rashad McCants	1	2.0
Craig Smith,Mark Madsen,Mike James,Randy Foye,Ricky Davis	2	3.5
Craig Smith,Mark Madsen,Mike James,Rashad McCants,Ricky Davis	1	7.0
Craig Smith,Mark Madsen,Mike James,Ricky Davis,Trenton Hassell	1	7.0
Craig Smith,Mark Madsen,Mike Miller,Randy Foye,Ryan Gomes	1	6.0
Craig Smith,Mark Madsen,Mike Miller,Rodney Carney,Sebastian Telfair	1	4.0
Craig Smith,Mark Madsen,Mike Miller,Ryan Gomes,Sebastian Telfair	1	2.0
Craig Smith,Mark Madsen,Randy Foye,Rashad McCants,Ricky Davis	6	5.5
Craig Smith,Mark Madsen,Randy Foye,Rashad McCants,Ryan Gomes	1	8.0
Craig Smith,Mark Madsen,Randy Foye,Rashad McCants,Trenton Hassell	4	9.5
Craig Smith,Mark Madsen,Randy Foye,Ricky Davis,Trenton Hassell	8	2.5
Craig Smith,Mark Madsen,Randy Foye,Ricky Davis,Troy Hudson	1	2.0
Craig Smith,Mark Madsen,Rashad McCants,Rodney Carney,Sebastian Telfair	1	6.0
Craig Smith,Marko Jaric,Mike James,Randy Foye,Ricky Davis	1	2.0
Craig Smith,Marko Jaric,Mike James,Rashad McCants,Trenton Hassell	1	7.0
Craig Smith,Marko Jaric,Randy Foye,Rashad McCants,Ryan Gomes	5	5.8
Craig Smith,Marko Jaric,Randy Foye,Rashad McCants,Theo Ratliff	2	7.0
Craig Smith,Marko Jaric,Randy Foye,Trenton Hassell,Troy Hudson	1	9.0
Craig Smith,Marko Jaric,Rashad McCants,Ryan Gomes,Sebastian Telfair	5	7.0
Craig Smith,Marko Jaric,Rashad McCants,Sebastian Telfair,Theo Ratliff	2	5.0
Craig Smith,Mike Miller,Randy Foye,Rashad McCants,Ryan Gomes	2	4.0
Craig Smith,Mike Miller,Randy Foye,Rodney Carney,Ryan Gomes	3	6.0
Craig Smith,Mike Miller,Randy Foye,Ryan Gomes,Sebastian Telfair	5	4.2
Craig Smith,Mike Miller,Rodney Carney,Ryan Gomes,Sebastian Telfair	2	2.0
Craig Smith,Mike Miller,Ryan Gomes,Sebastian Telfair,Shelden Williams	2	7.0
Craig Smith,Randy Foye,Rashad McCants,Ryan Gomes,Sebastian Telfair	1	2.0
Craig Smith,Randy Foye,Ricky Davis,Trenton Hassell,Troy Hudson	1	2.0
Craig Smith,Randy Foye,Rodney Carney,Ryan Gomes,Sebastian Telfair	1	2.0
Craig Smith,Rasual Butler,Ricky Davis,Sebastian Telfair,Steve Novak	1	3.0
Craig Smith,Rodney Carney,Ryan Gomes,Sebastian Telfair,Shelden Williams	1	11.0
Cuttino Mobley,Dan Dickau,Elton Brand,Josh Powell,Smush Parker	1	3.0
Cuttino Mobley,Dan Dickau,Josh Powell,Quinton Ross,Tim Thomas	2	8.5
Cuttino Mobley,Dan Dickau,Josh Powell,Richie Frahm,Sam Cassell	1	5.0
Cuttino Mobley,Dan Dickau,Josh Powell,Sam Cassell,Tim Thomas	1	2.0
Cuttino Mobley,Dan Dickau,Nick Fazekas,Quinton Ross,Smush Parker	1	4.0
Cuttino Mobley,Dan Dickau,Nick Fazekas,Quinton Ross,Tim Thomas	2	4.5
Cuttino Mobley,Dan Dickau,Paul Davis,Ruben Patterson,Tim Thomas	1	7.0
Cuttino Mobley,Dan Dickau,Quinton Ross,Sam Cassell,Tim Thomas	1	2.0
Cuttino Mobley,Daniel Ewing,Elton Brand,James Singleton,Shaun Livingston	1	4.0
Cuttino Mobley,Daniel Ewing,Elton Brand,James Singleton,Tim Thomas	1	4.0
Cuttino Mobley,Daniel Ewing,Elton Brand,Paul Davis,Shaun Livingston	1	2.0
Cuttino Mobley,Daniel Ewing,Elton Brand,Quinton Ross,Shaun Livingston	1	10.0
Cuttino Mobley,Daniel Ewing,Elton Brand,Quinton Ross,Tim Thomas	4	2.25
Cuttino Mobley,Daniel Ewing,Elton Brand,Shaun Livingston,Tim Thomas	2	5.0
Cuttino Mobley,Daniel Ewing,Elton Brand,Tim Thomas,Will Conroy	1	2.0
Cuttino Mobley,Daniel Ewing,Paul Davis,Sam Cassell,Tim Thomas	1	4.0
Cuttino Mobley,Doug Christie,Elton Brand,Sam Cassell,Tim Thomas	1	5.0
Cuttino Mobley,Doug Christie,James Singleton,Shaun Livingston,Tim Thomas	1	2.0
Cuttino Mobley,Doug Christie,Paul Davis,Quinton Ross,Tim Thomas	1	3.0
Cuttino Mobley,Elton Brand,James Singleton,Quinton Ross,Sam Cassell	1	6.0
Cuttino Mobley,Elton Brand,James Singleton,Quinton Ross,Shaun Livingston	1	6.0
Cuttino Mobley,Elton Brand,James Singleton,Sam Cassell,Shaun Livingston	2	10.0
Cuttino Mobley,Elton Brand,James Singleton,Sam Cassell,Tim Thomas	1	10.0
Cuttino Mobley,Elton Brand,James Singleton,Shaun Livingston,Tim Thomas	2	11.0
Cuttino Mobley,Elton Brand,Jason Hart,Quinton Ross,Tim Thomas	6	10.5
Cuttino Mobley,Elton Brand,Jason Hart,Sam Cassell,Tim Thomas	1	2.0
Cuttino Mobley,Elton Brand,Paul Davis,Quinton Ross,Sam Cassell	1	8.0
Cuttino Mobley,Elton Brand,Paul Davis,Sam Cassell,Shaun Livingston	1	4.0
Cuttino Mobley,Elton Brand,Quinton Ross,Sam Cassell,Shaun Livingston	3	10.0
Cuttino Mobley,Elton Brand,Quinton Ross,Sam Cassell,Tim Thomas	13	6.3076923076923075
Cuttino Mobley,Elton Brand,Quinton Ross,Shaun Livingston,Tim Thomas	11	4.7272727272727275
Cuttino Mobley,Elton Brand,Sam Cassell,Shaun Livingston,Tim Thomas	11	6.818181818181818
Cuttino Mobley,Jason Hart,Paul Davis,Ricky Davis,Tim Thomas	1	2.0
Cuttino Mobley,Josh Powell,Marcus Williams,Smush Parker,Tim Thomas	1	2.0
Cuttino Mobley,Josh Powell,Quinton Ross,Richie Frahm,Sam Cassell	1	4.0
Cuttino Mobley,Josh Powell,Quinton Ross,Sam Cassell,Tim Thomas	6	10.333333333333334
Cuttino Mobley,Josh Powell,Quinton Ross,Smush Parker,Tim Thomas	1	2.0
Cuttino Mobley,Marcus Camby,Mike Taylor,Ricky Davis,Tim Thomas	1	3.0
Cuttino Mobley,Quinton Ross,Ruben Patterson,Sam Cassell,Tim Thomas	3	4.333333333333333
D.J. Augustin,DeSagana Diop,Derrick Brown,Gerald Henderson,Stephen Graham	3	2.6666666666666665
D.J. Augustin,DeSagana Diop,Derrick Brown,Gerald Wallace,Ronald Murray	4	5.0
D.J. Augustin,DeSagana Diop,Derrick Brown,Gerald Wallace,Stephen Jackson	2	4.0
D.J. Augustin,DeSagana Diop,Derrick Brown,Ronald Murray,Stephen Graham	3	3.3333333333333335
D.J. Augustin,DeSagana Diop,Derrick Brown,Ronald Murray,Stephen Jackson	2	3.5
D.J. Augustin,DeSagana Diop,Dontell Jefferson,Juwan Howard,Vladimir Radmanovic	1	12.0
D.J. Augustin,DeSagana Diop,Dontell Jefferson,Sean May,Vladimir Radmanovic	2	8.5
D.J. Augustin,DeSagana Diop,Gerald Henderson,Gerald Wallace,Stephen Graham	1	12.0
D.J. Augustin,DeSagana Diop,Gerald Wallace,Juwan Howard,Raymond Felton	4	4.5
D.J. Augustin,DeSagana Diop,Gerald Wallace,Raja Bell,Vladimir Radmanovic	9	7.444444444444445
D.J. Augustin,DeSagana Diop,Gerald Wallace,Raymond Felton,Stephen Jackson	1	3.0
D.J. Augustin,DeSagana Diop,Gerald Wallace,Raymond Felton,Vladimir Radmanovic	8	6.875
D.J. Augustin,DeSagana Diop,Gerald Wallace,Ronald Murray,Stephen Graham	1	3.0
D.J. Augustin,DeSagana Diop,Gerald Wallace,Ronald Murray,Stephen Jackson	8	7.375
D.J. Augustin,DeSagana Diop,Juwan Howard,Raja Bell,Vladimir Radmanovic	2	4.0
D.J. Augustin,DeSagana Diop,Juwan Howard,Raymond Felton,Vladimir Radmanovic	1	6.0
D.J. Augustin,DeSagana Diop,Nazr Mohammed,Ronald Murray,Stephen Graham	1	4.0
D.J. Augustin,DeSagana Diop,Raja Bell,Raymond Felton,Vladimir Radmanovic	2	2.5
D.J. Augustin,DeSagana Diop,Ronald Murray,Stephen Graham,Stephen Jackson	2	5.0
D.J. Augustin,DeSagana Diop,Ronald Murray,Stephen Graham,Vladimir Radmanovic	1	2.0
D.J. Augustin,Derrick Brown,Gerald Henderson,Gerald Wallace,Nazr Mohammed	1	8.0
D.J. Augustin,Derrick Brown,Gerald Henderson,Gerald Wallace,Tyson Chandler	1	4.0
D.J. Augustin,Derrick Brown,Gerald Henderson,Larry Hughes,Stephen Graham	1	2.0
D.J. Augustin,Derrick Brown,Gerald Henderson,Nazr Mohammed,Ronald Murray	1	9.0
D.J. Augustin,Derrick Brown,Gerald Henderson,Nazr Mohammed,Stephen Graham	2	2.0
D.J. Augustin,Derrick Brown,Gerald Henderson,Nazr Mohammed,Stephen Jackson	1	2.0
D.J. Augustin,Derrick Brown,Gerald Henderson,Raymond Felton,Tyrus Thomas	1	2.0
D.J. Augustin,Derrick Brown,Gerald Henderson,Ronald Murray,Stephen Graham	2	2.0
D.J. Augustin,Derrick Brown,Gerald Henderson,Ronald Murray,Tyson Chandler	1	2.0
D.J. Augustin,Derrick Brown,Gerald Henderson,Stephen Graham,Tyrus Thomas	1	10.0
D.J. Augustin,Derrick Brown,Gerald Henderson,Stephen Jackson,Tyson Chandler	1	8.0
D.J. Augustin,Derrick Brown,Gerald Wallace,Nazr Mohammed,Raymond Felton	2	3.0
D.J. Augustin,Derrick Brown,Gerald Wallace,Nazr Mohammed,Ronald Murray	2	5.0
D.J. Augustin,Derrick Brown,Gerald Wallace,Nazr Mohammed,Stephen Graham	3	4.333333333333333
D.J. Augustin,Derrick Brown,Gerald Wallace,Nazr Mohammed,Stephen Jackson	3	3.3333333333333335
D.J. Augustin,Derrick Brown,Gerald Wallace,Raymond Felton,Stephen Jackson	2	3.5
D.J. Augustin,Derrick Brown,Gerald Wallace,Ronald Murray,Stephen Graham	2	4.0
D.J. Augustin,Derrick Brown,Gerald Wallace,Ronald Murray,Stephen Jackson	5	7.6
D.J. Augustin,Derrick Brown,Gerald Wallace,Ronald Murray,Vladimir Radmanovic	1	7.0
D.J. Augustin,Derrick Brown,Gerald Wallace,Stephen Graham,Stephen Jackson	1	2.0
D.J. Augustin,Derrick Brown,Gerald Wallace,Stephen Graham,Theo Ratliff	1	8.0
D.J. Augustin,Derrick Brown,Gerald Wallace,Stephen Graham,Tyrus Thomas	1	2.0
D.J. Augustin,Derrick Brown,Gerald Wallace,Stephen Graham,Tyson Chandler	1	2.0
D.J. Augustin,Derrick Brown,Gerald Wallace,Stephen Jackson,Tyrus Thomas	1	2.0
D.J. Augustin,Derrick Brown,Gerald Wallace,Stephen Jackson,Tyson Chandler	1	6.0
D.J. Augustin,Derrick Brown,Larry Hughes,Nazr Mohammed,Stephen Graham	2	4.0
D.J. Augustin,Derrick Brown,Larry Hughes,Stephen Graham,Tyson Chandler	1	4.0
D.J. Augustin,Derrick Brown,Larry Hughes,Stephen Jackson,Tyson Chandler	1	6.0
D.J. Augustin,Derrick Brown,Nazr Mohammed,Ronald Murray,Stephen Graham	3	2.6666666666666665
D.J. Augustin,Derrick Brown,Nazr Mohammed,Ronald Murray,Stephen Jackson	4	3.5
D.J. Augustin,Derrick Brown,Nazr Mohammed,Stephen Graham,Stephen Jackson	2	3.0
D.J. Augustin,Derrick Brown,Raymond Felton,Stephen Graham,Stephen Jackson	1	7.0
D.J. Augustin,Derrick Brown,Ronald Murray,Stephen Graham,Stephen Jackson	2	5.0
D.J. Augustin,Derrick Brown,Ronald Murray,Stephen Jackson,Tyson Chandler	2	4.0
D.J. Augustin,Derrick Brown,Stephen Graham,Stephen Jackson,Tyson Chandler	1	2.0
D.J. Augustin,Dontell Jefferson,Emeka Okafor,Juwan Howard,Vladimir Radmanovic	1	2.0
D.J. Augustin,Dontell Jefferson,Juwan Howard,Sean May,Vladimir Radmanovic	1	2.0
D.J. Augustin,Dwayne Jones,Emeka Okafor,Gerald Wallace,Jason Richardson	1	3.0
D.J. Augustin,Dwayne Jones,Emeka Okafor,Jason Richardson,Shannon Brown	1	6.0
D.J. Augustin,Dwayne Jones,Gerald Wallace,Jared Dudley,Jason Richardson	1	2.0
D.J. Augustin,Dwayne Jones,Gerald Wallace,Jared Dudley,Raymond Felton	1	3.0
D.J. Augustin,Dwayne Jones,Gerald Wallace,Nazr Mohammed,Raymond Felton	1	4.0
D.J. Augustin,Dwayne Jones,Gerald Wallace,Raymond Felton,Sean May	1	2.0
D.J. Augustin,Emeka Okafor,Gerald Wallace,Jared Dudley,Jason Richardson	3	7.0
D.J. Augustin,Emeka Okafor,Gerald Wallace,Jared Dudley,Matt Carroll	2	2.0
D.J. Augustin,Emeka Okafor,Gerald Wallace,Jared Dudley,Raymond Felton	5	7.6
D.J. Augustin,Emeka Okafor,Gerald Wallace,Jared Dudley,Shannon Brown	2	6.0
D.J. Augustin,Emeka Okafor,Gerald Wallace,Jason Richardson,Raymond Felton	7	9.0
D.J. Augustin,Emeka Okafor,Gerald Wallace,Jason Richardson,Sean May	1	6.0
D.J. Augustin,Emeka Okafor,Gerald Wallace,Jason Richardson,Shannon Brown	2	3.0
D.J. Augustin,Emeka Okafor,Gerald Wallace,Juwan Howard,Raja Bell	1	10.0
D.J. Augustin,Emeka Okafor,Gerald Wallace,Juwan Howard,Raymond Felton	2	3.0
D.J. Augustin,Emeka Okafor,Gerald Wallace,Juwan Howard,Sean Singletary	2	2.0
D.J. Augustin,Emeka Okafor,Gerald Wallace,Matt Carroll,Raymond Felton	5	3.6
D.J. Augustin,Emeka Okafor,Gerald Wallace,Matt Carroll,Ryan Hollins	1	2.0
D.J. Augustin,Emeka Okafor,Gerald Wallace,Matt Carroll,Sean Singletary	2	5.0
D.J. Augustin,Emeka Okafor,Gerald Wallace,Nazr Mohammed,Raymond Felton	3	5.666666666666667
D.J. Augustin,Emeka Okafor,Gerald Wallace,Raja Bell,Raymond Felton	3	5.0
D.J. Augustin,Emeka Okafor,Gerald Wallace,Raja Bell,Vladimir Radmanovic	7	4.571428571428571
D.J. Augustin,Emeka Okafor,Gerald Wallace,Raymond Felton,Ryan Hollins	1	10.0
D.J. Augustin,Emeka Okafor,Gerald Wallace,Raymond Felton,Sean May	4	6.25
D.J. Augustin,Emeka Okafor,Gerald Wallace,Raymond Felton,Sean Singletary	1	2.0
D.J. Augustin,Emeka Okafor,Gerald Wallace,Raymond Felton,Vladimir Radmanovic	7	6.0
D.J. Augustin,Emeka Okafor,Jared Dudley,Jason Richardson,Raymond Felton	2	4.0
D.J. Augustin,Emeka Okafor,Jared Dudley,Matt Carroll,Raymond Felton	1	4.0
D.J. Augustin,Emeka Okafor,Jared Dudley,Matt Carroll,Shannon Brown	1	4.0
D.J. Augustin,Emeka Okafor,Jared Dudley,Raymond Felton,Shannon Brown	1	2.0
D.J. Augustin,Emeka Okafor,Jason Richardson,Linton Johnson,Raymond Felton	1	2.0
D.J. Augustin,Emeka Okafor,Juwan Howard,Matt Carroll,Sean Singletary	1	2.0
D.J. Augustin,Emeka Okafor,Juwan Howard,Raja Bell,Raymond Felton	1	5.0
D.J. Augustin,Emeka Okafor,Matt Carroll,Nazr Mohammed,Raymond Felton	1	23.0
D.J. Augustin,Emeka Okafor,Matt Carroll,Nazr Mohammed,Shannon Brown	1	4.0
D.J. Augustin,Emeka Okafor,Matt Carroll,Raymond Felton,Ryan Hollins	2	12.5
D.J. Augustin,Emeka Okafor,Matt Carroll,Raymond Felton,Sean May	1	2.0
D.J. Augustin,Emeka Okafor,Matt Carroll,Ryan Hollins,Shannon Brown	1	2.0
D.J. Augustin,Emeka Okafor,Raja Bell,Raymond Felton,Vladimir Radmanovic	1	2.0
D.J. Augustin,Gerald Henderson,Gerald Wallace,Nazr Mohammed,Stephen Graham	2	5.0
D.J. Augustin,Gerald Henderson,Gerald Wallace,Nazr Mohammed,Vladimir Radmanovic	1	4.0
D.J. Augustin,Gerald Henderson,Gerald Wallace,Stephen Graham,Tyson Chandler	1	6.0
D.J. Augustin,Gerald Henderson,Gerald Wallace,Theo Ratliff,Tyrus Thomas	1	2.0
D.J. Augustin,Gerald Henderson,Gerald Wallace,Tyrus Thomas,Tyson Chandler	3	6.666666666666667
D.J. Augustin,Gerald Henderson,Larry Hughes,Nazr Mohammed,Tyrus Thomas	1	21.0
D.J. Augustin,Gerald Henderson,Nazr Mohammed,Raymond Felton,Vladimir Radmanovic	1	4.0
D.J. Augustin,Gerald Henderson,Nazr Mohammed,Stephen Graham,Stephen Jackson	1	6.0
D.J. Augustin,Gerald Henderson,Nazr Mohammed,Stephen Graham,Vladimir Radmanovic	1	2.0
D.J. Augustin,Gerald Henderson,Raymond Felton,Tyrus Thomas,Tyson Chandler	3	6.333333333333333
D.J. Augustin,Gerald Henderson,Raymond Felton,Tyson Chandler,Vladimir Radmanovic	1	5.0
D.J. Augustin,Gerald Henderson,Stephen Graham,Tyrus Thomas,Tyson Chandler	1	19.0
D.J. Augustin,Gerald Henderson,Stephen Jackson,Theo Ratliff,Tyrus Thomas	1	2.0
D.J. Augustin,Gerald Henderson,Stephen Jackson,Tyrus Thomas,Tyson Chandler	4	3.75
D.J. Augustin,Gerald Wallace,Jared Dudley,Jason Richardson,Nazr Mohammed	1	4.0
D.J. Augustin,Gerald Wallace,Jared Dudley,Jason Richardson,Raymond Felton	1	6.0
D.J. Augustin,Gerald Wallace,Jared Dudley,Matt Carroll,Nazr Mohammed	1	2.0
D.J. Augustin,Gerald Wallace,Jared Dudley,Matt Carroll,Ryan Hollins	2	7.0
D.J. Augustin,Gerald Wallace,Jared Dudley,Nazr Mohammed,Raymond Felton	3	7.333333333333333
D.J. Augustin,Gerald Wallace,Jared Dudley,Raymond Felton,Ryan Hollins	3	3.6666666666666665
D.J. Augustin,Gerald Wallace,Jared Dudley,Raymond Felton,Shannon Brown	1	4.0
D.J. Augustin,Gerald Wallace,Jared Dudley,Ryan Hollins,Shannon Brown	1	4.0
D.J. Augustin,Gerald Wallace,Jason Richardson,Nazr Mohammed,Raymond Felton	3	5.333333333333333
D.J. Augustin,Gerald Wallace,Juwan Howard,Nazr Mohammed,Raja Bell	1	2.0
D.J. Augustin,Gerald Wallace,Juwan Howard,Nazr Mohammed,Raymond Felton	3	4.333333333333333
D.J. Augustin,Gerald Wallace,Juwan Howard,Nazr Mohammed,Sean Singletary	1	2.0
D.J. Augustin,Gerald Wallace,Juwan Howard,Raja Bell,Raymond Felton	1	3.0
D.J. Augustin,Gerald Wallace,Juwan Howard,Raymond Felton,Vladimir Radmanovic	1	8.0
D.J. Augustin,Gerald Wallace,Larry Hughes,Nazr Mohammed,Stephen Graham	1	4.0
D.J. Augustin,Gerald Wallace,Larry Hughes,Raymond Felton,Tyson Chandler	1	7.0
D.J. Augustin,Gerald Wallace,Larry Hughes,Stephen Graham,Tyson Chandler	2	10.0
D.J. Augustin,Gerald Wallace,Larry Hughes,Stephen Jackson,Theo Ratliff	1	3.0
D.J. Augustin,Gerald Wallace,Larry Hughes,Stephen Jackson,Tyson Chandler	1	2.0
D.J. Augustin,Gerald Wallace,Larry Hughes,Theo Ratliff,Tyson Chandler	1	2.0
D.J. Augustin,Gerald Wallace,Larry Hughes,Tyrus Thomas,Tyson Chandler	6	4.666666666666667
D.J. Augustin,Gerald Wallace,Matt Carroll,Raja Bell,Ryan Hollins	1	6.0
D.J. Augustin,Gerald Wallace,Matt Carroll,Raymond Felton,Ryan Hollins	2	7.5
D.J. Augustin,Gerald Wallace,Matt Carroll,Ryan Hollins,Sean Singletary	1	5.0
D.J. Augustin,Gerald Wallace,Nazr Mohammed,Raymond Felton,Stephen Graham	1	3.0
D.J. Augustin,Gerald Wallace,Nazr Mohammed,Raymond Felton,Stephen Jackson	2	2.5
D.J. Augustin,Gerald Wallace,Nazr Mohammed,Raymond Felton,Vladimir Radmanovic	1	4.0
D.J. Augustin,Gerald Wallace,Nazr Mohammed,Ronald Murray,Stephen Graham	4	4.25
D.J. Augustin,Gerald Wallace,Nazr Mohammed,Ronald Murray,Stephen Jackson	7	4.714285714285714
D.J. Augustin,Gerald Wallace,Nazr Mohammed,Stephen Graham,Stephen Jackson	1	2.0
D.J. Augustin,Gerald Wallace,Nazr Mohammed,Stephen Graham,Vladimir Radmanovic	2	3.0
D.J. Augustin,Gerald Wallace,Raja Bell,Raymond Felton,Ryan Hollins	1	3.0
D.J. Augustin,Gerald Wallace,Raja Bell,Raymond Felton,Vladimir Radmanovic	2	4.0
D.J. Augustin,Gerald Wallace,Raja Bell,Ronald Murray,Tyson Chandler	1	7.0
D.J. Augustin,Gerald Wallace,Raja Bell,Tyson Chandler,Vladimir Radmanovic	2	2.0
D.J. Augustin,Gerald Wallace,Raymond Felton,Ryan Hollins,Sean Singletary	1	2.0
D.J. Augustin,Gerald Wallace,Raymond Felton,Ryan Hollins,Shannon Brown	1	2.0
D.J. Augustin,Gerald Wallace,Raymond Felton,Stephen Graham,Tyson Chandler	3	5.0
D.J. Augustin,Gerald Wallace,Raymond Felton,Stephen Jackson,Tyrus Thomas	1	4.0
D.J. Augustin,Gerald Wallace,Raymond Felton,Stephen Jackson,Tyson Chandler	2	3.0
D.J. Augustin,Gerald Wallace,Raymond Felton,Theo Ratliff,Tyrus Thomas	2	4.5
D.J. Augustin,Gerald Wallace,Raymond Felton,Tyson Chandler,Vladimir Radmanovic	2	3.5
D.J. Augustin,Gerald Wallace,Ronald Murray,Stephen Graham,Stephen Jackson	3	6.0
D.J. Augustin,Gerald Wallace,Ronald Murray,Stephen Graham,Tyson Chandler	1	2.0
D.J. Augustin,Gerald Wallace,Ronald Murray,Stephen Graham,Vladimir Radmanovic	1	4.0
D.J. Augustin,Gerald Wallace,Ronald Murray,Stephen Jackson,Tyson Chandler	5	3.6
D.J. Augustin,Gerald Wallace,Stephen Graham,Stephen Jackson,Tyrus Thomas	1	4.0
D.J. Augustin,Gerald Wallace,Stephen Graham,Stephen Jackson,Tyson Chandler	4	3.75
